idx,Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
1100,10,10,1300,70,10,10,400,12.76999711,18.6,94.32,8450,476.0204358
1101,10,40,1300,70,10,10,400,12.76999711,38.1,94.32,8450,1904.081743
1102,40,10,1300,70,10,10,400,12.76999711,54.9,94.32,8450,476.0204358
1103,40,40,1300,70,10,10,400,12.76999711,74.4,94.32,8450,1904.081743
1104,10,10,400,70,70,100,100,9.415041036,5.7,79.2,800,201.0836836
1105,10,40,400,70,70,100,100,9.415041036,13.5,79.2,800,804.3347346
1106,40,10,400,70,70,100,100,9.415041036,15,79.2,800,201.0836836
1107,40,40,400,70,70,100,100,9.415041036,22.8,79.2,800,804.3347346
1108,10,10,700,70,70,100,100,11.6026997,6.5,79.2,2450,293.7260205
1109,10,40,700,70,70,100,100,11.6026997,15.8,79.2,2450,1174.904082
1110,40,10,700,70,70,100,100,11.6026997,16.7,79.2,2450,293.7260205
1111,40,40,700,70,70,100,100,11.6026997,26,79.2,2450,1174.904082
1112,10,10,1000,70,70,100,100,9.900968977,7.8,79.2,5000,335.6436217
1113,10,40,1000,70,70,100,100,9.900968977,18.9,79.2,5000,1342.574487
1114,40,10,1000,70,70,100,100,9.900968977,20.1,79.2,5000,335.6436217
1115,40,40,1000,70,70,100,100,9.900968977,31.2,79.2,5000,1342.574487
1116,10,10,1300,70,70,100,100,9.910250433,14.9,79.2,8450,344.103167
1117,10,40,1300,70,70,100,100,9.910250433,33.2,79.2,8450,1376.412668
1118,40,10,1300,70,70,100,100,9.910250433,41.3,79.2,8450,344.103167
1119,40,40,1300,70,70,100,100,9.910250433,59.6,79.2,8450,1376.412668
1120,10,10,400,70,100,70,100,8.271177556,5.6,77.04,800,194.9274304
1121,10,40,400,70,100,70,100,8.271177556,13.7,77.04,800,779.7097216
1122,40,10,400,70,100,70,100,8.271177556,14.3,77.04,800,194.9274304
1123,40,40,400,70,100,70,100,8.271177556,22.4,77.04,800,779.7097216
1124,10,10,700,70,100,70,100,10.88660895,6.4,77.04,2450,278.5461925
1125,10,40,700,70,100,70,100,10.88660895,16.3,77.04,2450,1114.18477
1126,40,10,700,70,100,70,100,10.88660895,15.7,77.04,2450,278.5461925
1127,40,40,700,70,100,70,100,10.88660895,25.6,77.04,2450,1114.18477
1128,10,10,1000,70,100,70,100,9.585166742,7.4,77.04,5000,318.4006585
1129,10,40,1000,70,100,70,100,9.585166742,18.2,77.04,5000,1273.602634
1130,40,10,1000,70,100,70,100,9.585166742,18.8,77.04,5000,318.4006585
1131,40,40,1000,70,100,70,100,9.585166742,29.6,77.04,5000,1273.602634
1132,10,10,1300,70,100,70,100,9.274207861,14.1,77.04,8450,326.6766964
1133,10,40,1300,70,100,70,100,9.274207861,32.4,77.04,8450,1306.706786
1134,40,10,1300,70,100,70,100,9.274207861,38.1,77.04,8450,326.6766964
1135,40,40,1300,70,100,70,100,9.274207861,56.4,77.04,8450,1306.706786
1136,10,10,400,40,10,70,400,8.810718621,7.9,100.8,800,261.7311058
1137,10,40,400,40,10,70,400,8.810718621,15.7,100.8,800,1046.924423
1138,40,10,400,40,10,70,400,8.810718621,23.8,100.8,800,261.7311058
1139,40,40,400,40,10,70,400,8.810718621,31.6,100.8,800,1046.924423
1140,10,10,700,40,10,70,400,11.22409217,8.8,100.8,2450,396.3211572
1141,10,40,700,40,10,70,400,11.22409217,18.4,100.8,2450,1585.284629
1142,40,10,700,40,10,70,400,11.22409217,25.6,100.8,2450,396.3211572
1143,40,40,700,40,10,70,400,11.22409217,35.2,100.8,2450,1585.284629
1144,10,10,1000,40,10,70,400,10.16707861,10.7,100.8,5000,469.9819278
1145,10,40,1000,40,10,70,400,10.16707861,22.1,100.8,5000,1879.927711
1146,40,10,1000,40,10,70,400,10.16707861,31.4,100.8,5000,469.9819278
1147,40,40,1000,40,10,70,400,10.16707861,42.8,100.8,5000,1879.927711
1148,10,10,1300,40,10,70,400,9.556773235,22,100.8,8450,485.7953997
1149,10,40,1300,40,10,70,400,9.556773235,42.4,100.8,8450,1943.181599
1150,40,10,1300,40,10,70,400,9.556773235,67.6,100.8,8450,485.7953997
1151,40,40,1300,40,10,70,400,9.556773235,88,100.8,8450,1943.181599
1152,10,10,400,40,40,40,400,10.4524477,7.6,98.64,800,257.0408781
1153,10,40,400,40,40,40,400,10.4524477,15.4,98.64,800,1028.163512
1154,40,10,400,40,40,40,400,10.4524477,22.6,98.64,800,257.0408781
1155,40,40,400,40,40,40,400,10.4524477,30.4,98.64,800,1028.163512
1156,10,10,700,40,40,40,400,12.44503638,8.4,98.64,2450,395.9053491
1157,10,40,700,40,40,40,400,12.44503638,17.7,98.64,2450,1583.621396
1158,40,10,700,40,40,40,400,12.44503638,24.3,98.64,2450,395.9053491
1159,40,40,700,40,40,40,400,12.44503638,33.6,98.64,2450,1583.621396
1160,10,10,1000,40,40,40,400,11.34724161,10.2,98.64,5000,464.886033
1161,10,40,1000,40,40,40,400,11.34724161,20.7,98.64,5000,1859.544132
1162,40,10,1000,40,40,40,400,11.34724161,30.3,98.64,5000,464.886033
1163,40,40,1000,40,40,40,400,11.34724161,40.8,98.64,5000,1859.544132
1164,10,10,1300,40,40,40,400,10.66439231,21.3,98.64,8450,481.0551125
1165,10,40,1300,40,40,40,400,10.66439231,43.5,98.64,8450,1924.22045
1166,40,10,1300,40,40,40,400,10.66439231,63,98.64,8450,481.0551125
1167,40,40,1300,40,40,40,400,10.66439231,85.2,98.64,8450,1924.22045
1168,10,10,400,40,70,10,400,11.54509946,7.4,96.48,800,248.8509972
1169,10,40,400,40,70,10,400,11.54509946,15.2,96.48,800,995.4039888
1170,40,10,400,40,70,10,400,11.54509946,21.8,96.48,800,248.8509972
1171,40,40,400,40,70,10,400,11.54509946,29.6,96.48,800,995.4039888
1172,10,10,700,40,70,10,400,12.66202717,8.1,96.48,2450,391.6143801
1173,10,40,700,40,70,10,400,12.66202717,17.4,96.48,2450,1566.45752
1174,40,10,700,40,70,10,400,12.66202717,23.1,96.48,2450,391.6143801
1175,40,40,700,40,70,10,400,12.66202717,32.4,96.48,2450,1566.45752
1176,10,10,1000,40,70,10,400,11.54272541,10.2,96.48,5000,457.3270612
1177,10,40,1000,40,70,10,400,11.54272541,21.3,96.48,5000,1829.308245
1178,40,10,1000,40,70,10,400,11.54272541,29.7,96.48,5000,457.3270612
1179,40,40,1000,40,70,10,400,11.54272541,40.8,96.48,5000,1829.308245
1180,10,10,1300,40,70,10,400,11.28523831,20.2,96.48,8450,471.1575093
1181,10,40,1300,40,70,10,400,11.28523831,42.4,96.48,8450,1884.630037
1182,40,10,1300,40,70,10,400,11.28523831,58.6,96.48,8450,471.1575093
1183,40,40,1300,40,70,10,400,11.28523831,80.8,96.48,8450,1884.630037
1184,10,10,400,100,40,100,100,9.173502901,5.9,81.36,800,203.2858379
1185,10,40,400,100,40,100,100,9.173502901,13.7,81.36,800,813.1433517
1186,40,10,400,100,40,100,100,9.173502901,15.8,81.36,800,203.2858379
1187,40,40,400,100,40,100,100,9.173502901,23.6,81.36,800,813.1433517
1188,10,10,700,100,40,100,100,11.68564925,6.6,81.36,2450,298.6513154
1189,10,40,700,100,40,100,100,11.68564925,16.2,81.36,2450,1194.605262
1190,40,10,700,100,40,100,100,11.68564925,16.8,81.36,2450,298.6513154
1191,40,40,700,100,40,100,100,11.68564925,26.4,81.36,2450,1194.605262
1192,10,10,1000,100,40,100,100,10.13261832,8.2,81.36,5000,346.60366
1193,10,40,1000,100,40,100,100,10.13261832,19.9,81.36,5000,1386.41464
1194,40,10,1000,100,40,100,100,10.13261832,21.1,81.36,5000,346.60366
1195,40,40,1000,100,40,100,100,10.13261832,32.8,81.36,5000,1386.41464
1196,10,10,1300,100,40,100,100,10.13152523,14.3,81.36,8450,355.6035498
1197,10,40,1300,100,40,100,100,10.13152523,32,81.36,8450,1422.414199
1198,40,10,1300,100,40,100,100,10.13152523,39.5,81.36,8450,355.6035498
1199,40,40,1300,100,40,100,100,10.13152523,57.2,81.36,8450,1422.414199
1200,10,10,400,100,70,70,100,9.234565928,5.7,79.2,800,202.3997783
1201,10,40,400,100,70,70,100,9.234565928,13.5,79.2,800,809.5991132
1202,40,10,400,100,70,70,100,9.234565928,15,79.2,800,202.3997783
1203,40,40,400,100,70,70,100,9.234565928,22.8,79.2,800,809.5991132
1204,10,10,700,100,70,70,100,11.0750933,6.5,79.2,2450,285.3192964
1205,10,40,700,100,70,70,100,11.0750933,16.1,79.2,2450,1141.277186
1206,40,10,700,100,70,70,100,11.0750933,16.4,79.2,2450,285.3192964
1207,40,40,700,100,70,70,100,11.0750933,26,79.2,2450,1141.277186
1208,10,10,1000,100,70,70,100,10.02908289,7.7,79.2,5000,330.1197293
1209,10,40,1000,100,70,70,100,10.02908289,18.5,79.2,5000,1320.478917
1210,40,10,1000,100,70,70,100,10.02908289,20,79.2,5000,330.1197293
1211,40,40,1000,100,70,70,100,10.02908289,30.8,79.2,5000,1320.478917
1212,10,10,1300,100,70,70,100,9.620321482,16,79.2,8450,339.6099572
1213,10,40,1300,100,70,70,100,9.620321482,37.6,79.2,8450,1358.439829
1214,40,10,1300,100,70,70,100,9.620321482,42.4,79.2,8450,339.6099572
1215,40,40,1300,100,70,70,100,9.620321482,64,79.2,8450,1358.439829
1216,10,10,400,100,100,40,100,7.871576807,5.5,77.04,800,193.7530076
1217,10,40,400,100,100,40,100,7.871576807,13.3,77.04,800,775.0120306
1218,40,10,400,100,100,40,100,7.871576807,14.2,77.04,800,193.7530076
1219,40,40,400,100,100,40,100,7.871576807,22,77.04,800,775.0120306
1220,10,10,700,100,100,40,100,10.05452199,6.3,77.04,2450,270.6844709
1221,10,40,700,100,100,40,100,10.05452199,15.6,77.04,2450,1082.737884
1222,40,10,700,100,100,40,100,10.05452199,15.9,77.04,2450,270.6844709
1223,40,40,700,100,100,40,100,10.05452199,25.2,77.04,2450,1082.737884
1224,10,10,1000,100,100,40,100,9.167784849,7.8,77.04,5000,313.6429331
1225,10,40,1000,100,100,40,100,9.167784849,18.9,77.04,5000,1254.571732
1226,40,10,1000,100,100,40,100,9.167784849,20.1,77.04,5000,313.6429331
1227,40,40,1000,100,100,40,100,9.167784849,31.2,77.04,5000,1254.571732
1228,10,10,1300,100,100,40,100,8.791801556,15.8,77.04,8450,322.5517933
1229,10,40,1300,100,100,40,100,8.791801556,36.2,77.04,8450,1290.207173
1230,40,10,1300,100,100,40,100,8.791801556,42.8,77.04,8450,322.5517933
1231,40,40,1300,100,100,40,100,8.791801556,63.2,77.04,8450,1290.207173
1232,10,10,400,10,40,100,400,6.266397432,8.8,105.12,800,258.7370194
1233,10,40,400,10,40,100,400,6.266397432,16.6,105.12,800,1034.948078
1234,40,10,400,10,40,100,400,6.266397432,27.4,105.12,800,258.7370194
1235,40,40,400,10,40,100,400,6.266397432,35.2,105.12,800,1034.948078
1236,10,10,700,10,40,100,400,8.722314384,9.7,105.12,2450,350.4836329
1237,10,40,700,10,40,100,400,8.722314384,19.6,105.12,2450,1401.934531
1238,40,10,700,10,40,100,400,8.722314384,28.9,105.12,2450,350.4836329
1239,40,40,700,10,40,100,400,8.722314384,38.8,105.12,2450,1401.934531
1240,10,10,1000,10,40,100,400,7.480722615,11.5,105.12,5000,456.1156531
1241,10,40,1000,10,40,100,400,7.480722615,22.3,105.12,5000,1824.462612
1242,40,10,1000,10,40,100,400,7.480722615,35.2,105.12,5000,456.1156531
1243,40,40,1000,10,40,100,400,7.480722615,46,105.12,5000,1824.462612
1244,10,10,1300,10,40,100,400,7.051268014,23.1,105.12,8450,473.926106
1245,10,40,1300,10,40,100,400,7.051268014,43.2,105.12,8450,1895.704424
1246,40,10,1300,10,40,100,400,7.051268014,72.3,105.12,8450,473.926106
1247,40,40,1300,10,40,100,400,7.051268014,92.4,105.12,8450,1895.704424
1248,10,10,400,10,70,70,400,7.520466509,8.6,102.96,800,256.8247348
1249,10,40,400,10,70,70,400,7.520466509,16.4,102.96,800,1027.298939
1250,40,10,400,10,70,70,400,7.520466509,26.6,102.96,800,256.8247348
1251,40,40,400,10,70,70,400,7.520466509,34.4,102.96,800,1027.298939
1252,10,10,700,10,70,70,400,9.97664915,9.1,102.96,2450,355.2257854
1253,10,40,700,10,70,70,400,9.97664915,18.4,102.96,2450,1420.903142
1254,40,10,700,10,70,70,400,9.97664915,27.1,102.96,2450,355.2257854
1255,40,40,700,10,70,70,400,9.97664915,36.4,102.96,2450,1420.903142
1256,10,10,1000,10,70,70,400,8.481225754,11.3,102.96,5000,455.5254342
1257,10,40,1000,10,70,70,400,8.481225754,22.4,102.96,5000,1822.101737
1258,40,10,1000,10,70,70,400,8.481225754,34.1,102.96,5000,455.5254342
1259,40,40,1000,10,70,70,400,8.481225754,45.2,102.96,5000,1822.101737
1260,10,10,1300,10,70,70,400,8.213120407,23.6,102.96,8450,472.0814146
1261,10,40,1300,10,70,70,400,8.213120407,46.7,102.96,8450,1888.325658
1262,40,10,1300,10,70,70,400,8.213120407,71.3,102.96,8450,472.0814146
1263,40,40,1300,10,70,70,400,8.213120407,94.4,102.96,8450,1888.325658
1264,10,10,400,10,100,40,400,9.165484478,8.2,100.8,800,251.7694864
1265,10,40,400,10,100,40,400,9.165484478,16,100.8,800,1007.077946
1266,40,10,400,10,100,40,400,9.165484478,25,100.8,800,251.7694864
1267,40,40,400,10,100,40,400,9.165484478,32.8,100.8,800,1007.077946
1268,10,10,700,10,100,40,400,10.94582386,8.9,100.8,2450,353.6922099
1269,10,40,700,10,100,40,400,10.94582386,18.2,100.8,2450,1414.76884
1270,40,10,700,10,100,40,400,10.94582386,26.3,100.8,2450,353.6922099
1271,40,40,700,10,100,40,400,10.94582386,35.6,100.8,2450,1414.76884
1272,10,10,1000,10,100,40,400,9.360758299,10.9,100.8,5000,450.5172496
1273,10,40,1000,10,100,40,400,9.360758299,21.4,100.8,5000,1802.068998
1274,40,10,1000,10,100,40,400,9.360758299,33.1,100.8,5000,450.5172496
1275,40,40,1000,10,100,40,400,9.360758299,43.6,100.8,5000,1802.068998
1276,10,10,1300,10,100,40,400,9.042238431,21.9,100.8,8450,465.9852291
1277,10,40,1300,10,100,40,400,9.042238431,44.4,100.8,8450,1863.940917
1278,40,10,1300,10,100,40,400,9.042238431,65.1,100.8,8450,465.9852291
1279,40,40,1300,10,100,40,400,9.042238431,87.6,100.8,8450,1863.940917
1280,10,10,400,70,10,40,400,10.67308794,7.9,100.8,800,259.2696361
1281,10,40,400,70,10,40,400,10.67308794,15.7,100.8,800,1037.078544
1282,40,10,400,70,10,40,400,10.67308794,23.8,100.8,800,259.2696361
1283,40,40,400,70,10,40,400,10.67308794,31.6,100.8,800,1037.078544
1284,10,10,700,70,10,40,400,12.35048304,8.7,100.8,2450,391.7222342
1285,10,40,700,70,10,40,400,12.35048304,18.3,100.8,2450,1566.888937
1286,40,10,700,70,10,40,400,12.35048304,25.2,100.8,2450,391.7222342
1287,40,40,700,70,10,40,400,12.35048304,34.8,100.8,2450,1566.888937
1288,10,10,1000,70,10,40,400,10.92889271,10.6,100.8,5000,473.4949733
1289,10,40,1000,70,10,40,400,10.92889271,21.4,100.8,5000,1893.979893
1290,40,10,1000,70,10,40,400,10.92889271,31.6,100.8,5000,473.4949733
1291,40,40,1000,70,10,40,400,10.92889271,42.4,100.8,5000,1893.979893
1292,10,10,1300,70,10,40,400,10.7015151,21.6,100.8,8450,488.409288
1293,10,40,1300,70,10,40,400,10.7015151,42.3,100.8,8450,1953.637152
1294,40,10,1300,70,10,40,400,10.7015151,65.7,100.8,8450,488.409288
1295,40,40,1300,70,10,40,400,10.7015151,86.4,100.8,8450,1953.637152
1296,10,10,400,70,40,10,400,11.23209485,7.6,98.64,800,254.0800343
1297,10,40,400,70,40,10,400,11.23209485,15.4,98.64,800,1016.320137
1298,40,10,400,70,40,10,400,11.23209485,22.6,98.64,800,254.0800343
1299,40,40,400,70,40,10,400,11.23209485,30.4,98.64,800,1016.320137
1300,10,10,700,70,40,10,400,13.46221045,8.5,98.64,2450,387.0564131
1301,10,40,700,70,40,10,400,13.46221045,18.1,98.64,2450,1548.225652
1302,40,10,700,70,40,10,400,13.46221045,24.4,98.64,2450,387.0564131
1303,40,40,700,70,40,10,400,13.46221045,34,98.64,2450,1548.225652
1304,10,10,1000,70,40,10,400,11.82533342,10.5,98.64,5000,466.1600305
1305,10,40,1000,70,40,10,400,11.82533342,21.6,98.64,5000,1864.640122
1306,40,10,1000,70,40,10,400,11.82533342,30.9,98.64,5000,466.1600305
1307,40,40,1000,70,40,10,400,11.82533342,42,98.64,5000,1864.640122
1308,10,10,1300,70,40,10,400,11.09582173,20.9,98.64,8450,482.1221108
1309,10,40,1300,70,40,10,400,11.09582173,39.2,98.64,8450,1928.488443
1310,40,10,1300,70,40,10,400,11.09582173,65.3,98.64,8450,482.1221108
1311,40,40,1300,70,40,10,400,11.09582173,83.6,98.64,8450,1928.488443
1312,10,10,400,70,100,100,100,7.320620816,6.4,83.52,800,204.4131965
1313,10,40,400,70,100,100,100,7.320620816,14.2,83.52,800,817.6527858
1314,40,10,400,70,100,100,100,7.320620816,17.8,83.52,800,204.4131965
1315,40,40,400,70,100,100,100,7.320620816,25.6,83.52,800,817.6527858
1316,10,10,700,70,100,100,100,9.468404061,7.1,83.52,2450,275.3447313
1317,10,40,700,70,100,100,100,9.468404061,16.7,83.52,2450,1101.378925
1318,40,10,700,70,100,100,100,9.468404061,18.8,83.52,2450,275.3447313
1319,40,40,700,70,100,100,100,9.468404061,28.4,83.52,2450,1101.378925
1320,10,10,1000,70,100,100,100,8.295822063,8.9,83.52,5000,338.2077724
1321,10,40,1000,70,100,100,100,8.295822063,20.9,83.52,5000,1352.831089
1322,40,10,1000,70,100,100,100,8.295822063,23.6,83.52,5000,338.2077724
1323,40,40,1000,70,100,100,100,8.295822063,35.6,83.52,5000,1352.831089
1324,10,10,1300,70,100,100,100,7.828500579,17.2,83.52,8450,349.7588033
1325,10,40,1300,70,100,100,100,7.828500579,38.5,83.52,8450,1399.035213
1326,40,10,1300,70,100,100,100,7.828500579,47.5,83.52,8450,349.7588033
1327,40,40,1300,70,100,100,100,7.828500579,68.8,83.52,8450,1399.035213
1328,10,10,400,40,10,100,400,6.487324194,9.1,107.28,800,260.7540155
1329,10,40,400,40,10,100,400,6.487324194,16.9,107.28,800,1043.016062
1330,40,10,400,40,10,100,400,6.487324194,28.6,107.28,800,260.7540155
1331,40,40,400,40,10,100,400,6.487324194,36.4,107.28,800,1043.016062
1332,10,10,700,40,10,100,400,8.448269525,9.8,107.28,2450,361.9351485
1333,10,40,700,40,10,100,400,8.448269525,19.1,107.28,2450,1447.740594
1334,40,10,700,40,10,100,400,8.448269525,29.9,107.28,2450,361.9351485
1335,40,40,700,40,10,100,400,8.448269525,39.2,107.28,2450,1447.740594
1336,10,10,1000,40,10,100,400,7.071191082,11.9,107.28,5000,464.2550547
1337,10,40,1000,40,10,100,400,7.071191082,22.7,107.28,5000,1857.020219
1338,40,10,1000,40,10,100,400,7.071191082,36.8,107.28,5000,464.2550547
1339,40,40,1000,40,10,100,400,7.071191082,47.6,107.28,5000,1857.020219
1340,10,10,1300,40,10,100,400,6.942204825,20.6,107.28,8450,482.7918439
1341,10,40,1300,40,10,100,400,6.942204825,39.2,107.28,8450,1931.167376
1342,40,10,1300,40,10,100,400,6.942204825,63.8,107.28,8450,482.7918439
1343,40,40,1300,40,10,100,400,6.942204825,82.4,107.28,8450,1931.167376
1344,10,10,400,40,40,70,400,7.558609067,8.7,105.12,800,260.5546603
1345,10,40,400,40,40,70,400,7.558609067,16.5,105.12,800,1042.218641
1346,40,10,400,40,40,70,400,7.558609067,27,105.12,800,260.5546603
1347,40,40,400,40,40,70,400,7.558609067,34.8,105.12,800,1042.218641
1348,10,10,700,40,40,70,400,10.0905528,9.6,105.12,2450,369.4242569
1349,10,40,700,40,40,70,400,10.0905528,19.5,105.12,2450,1477.697028
1350,40,10,700,40,40,70,400,10.0905528,28.5,105.12,2450,369.4242569
1351,40,40,700,40,40,70,400,10.0905528,38.4,105.12,2450,1477.697028
1352,10,10,1000,40,40,70,400,8.562086982,11.5,105.12,5000,464.6401476
1353,10,40,1000,40,40,70,400,8.562086982,22.3,105.12,5000,1858.560591
1354,40,10,1000,40,40,70,400,8.562086982,35.2,105.12,5000,464.6401476
1355,40,40,1000,40,40,70,400,8.562086982,46,105.12,5000,1858.560591
1356,10,10,1300,40,40,70,400,7.917076407,23.1,105.12,8450,483.8865753
1357,10,40,1300,40,40,70,400,7.917076407,43.2,105.12,8450,1935.546301
1358,40,10,1300,40,40,70,400,7.917076407,72.3,105.12,8450,483.8865753
1359,40,40,1300,40,40,70,400,7.917076407,92.4,105.12,8450,1935.546301
1360,10,10,400,40,70,40,400,8.690424062,8.5,102.96,800,256.9990649
1361,10,40,400,40,70,40,400,8.690424062,16.6,102.96,800,1027.996259
1362,40,10,400,40,70,40,400,8.690424062,25.9,102.96,800,256.9990649
1363,40,40,400,40,70,40,400,8.690424062,34,102.96,800,1027.996259
1364,10,10,700,40,70,40,400,11.33882095,9.1,102.96,2450,370.7122924
1365,10,40,700,40,70,40,400,11.33882095,18.4,102.96,2450,1482.84917
1366,40,10,700,40,70,40,400,11.33882095,27.1,102.96,2450,370.7122924
1367,40,40,700,40,70,40,400,11.33882095,36.4,102.96,2450,1482.84917
1368,10,10,1000,40,70,40,400,9.334461932,11.6,102.96,5000,461.91068
1369,10,40,1000,40,70,40,400,9.334461932,23.6,102.96,5000,1847.64272
1370,40,10,1000,40,70,40,400,9.334461932,34.4,102.96,5000,461.91068
1371,40,40,1000,40,70,40,400,9.334461932,46.4,102.96,5000,1847.64272
1372,10,10,1300,40,70,40,400,9.268216718,22.6,102.96,8450,478.5156137
1373,10,40,1300,40,70,40,400,9.268216718,43,102.96,8450,1914.062455
1374,40,10,1300,40,70,40,400,9.268216718,70,102.96,8450,478.5156137
1375,40,40,1300,40,70,40,400,9.268216718,90.4,102.96,8450,1914.062455
1376,10,10,400,40,100,10,400,9.761008773,8.2,100.8,800,249.0371747
1377,10,40,400,40,100,10,400,9.761008773,16,100.8,800,996.1486989
1378,40,10,400,40,100,10,400,9.761008773,25,100.8,800,249.0371747
1379,40,40,400,40,100,10,400,9.761008773,32.8,100.8,800,996.1486989
1380,10,10,700,40,100,10,400,11.97648256,9,100.8,2450,364.4378264
1381,10,40,700,40,100,10,400,11.97648256,18.6,100.8,2450,1457.751306
1382,40,10,700,40,100,10,400,11.97648256,26.4,100.8,2450,364.4378264
1383,40,40,700,40,100,10,400,11.97648256,36,100.8,2450,1457.751306
1384,10,10,1000,40,100,10,400,9.884061367,10.9,100.8,5000,453.2218359
1385,10,40,1000,40,100,10,400,9.884061367,21.7,100.8,5000,1812.887343
1386,40,10,1000,40,100,10,400,9.884061367,32.8,100.8,5000,453.2218359
1387,40,40,1000,40,100,10,400,9.884061367,43.6,100.8,5000,1812.887343
1388,10,10,1300,40,100,10,400,9.69301701,21.1,100.8,8450,469.3159935
1389,10,40,1300,40,100,10,400,9.69301701,39.4,100.8,8450,1877.263974
1390,40,10,1300,40,100,10,400,9.69301701,66.1,100.8,8450,469.3159935
1391,40,40,1300,40,100,10,400,9.69301701,84.4,100.8,8450,1877.263974
1392,10,10,400,100,10,10,400,11.2740132,7.9,100.8,800,257.1057924
1393,10,40,400,100,10,10,400,11.2740132,15.4,100.8,800,1028.42317
1394,40,10,400,100,10,10,400,11.2740132,24.1,100.8,800,257.1057924
1395,40,40,400,100,10,10,400,11.2740132,31.6,100.8,800,1028.42317
1396,10,10,700,100,10,10,400,13.09314559,8.8,100.8,2450,392.2189284
1397,10,40,700,100,10,10,400,13.09314559,18.4,100.8,2450,1568.875713
