idx,Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
2220,10,10,700,20,40,40,500,10.58524312,11.14369727,96.12,2450,342.7466587
2221,10,40,700,20,40,40,500,10.58524312,20.30210628,96.12,2450,1370.986635
2222,40,10,700,20,40,40,500,10.58524312,35.41638009,96.12,2450,1370.986635
2223,40,40,700,20,40,40,500,10.58524312,44.57478909,96.12,2450,5483.946539
2224,10,10,500,20,60,20,500,9.571245857,10.40527032,94.68,1250,238.306019
2225,10,40,500,20,60,20,500,9.571245857,19.03952926,94.68,1250,953.2240759
2226,40,10,500,20,60,20,500,9.571245857,32.98682232,94.68,1250,953.2240759
2227,40,40,500,20,60,20,500,9.571245857,41.62108126,94.68,1250,3812.896303
2228,10,10,600,20,60,20,500,11.55212644,10.84672013,94.68,1800,294.8835423
2229,10,40,600,20,60,20,500,11.55212644,19.97351818,94.68,1800,1179.534169
2230,40,10,600,20,60,20,500,11.55212644,34.26008248,94.68,1800,1179.534169
2231,40,40,600,20,60,20,500,11.55212644,43.38688053,94.68,1800,4718.136676
2232,10,10,700,20,60,20,500,11.2740942,11.06858538,94.68,2450,345.2887074
2233,10,40,700,20,60,20,500,11.2740942,20.46376626,94.68,2450,1381.154829
2234,40,10,700,20,60,20,500,11.2740942,34.87916062,94.68,2450,1381.154829
2235,40,40,700,20,60,20,500,11.2740942,44.2743415,94.68,2450,5524.619318
2236,10,10,500,60,60,60,300,11.56728337,8.592543495,83.16,1250,253.695352
2237,10,40,500,60,60,60,300,11.56728337,17.37751616,83.16,1250,1014.781408
2238,40,10,500,60,60,60,300,11.56728337,25.58520131,83.16,1250,1014.781408
2239,40,40,500,60,60,60,300,11.56728337,34.37017398,83.16,1250,4059.125632
2240,10,10,600,60,60,60,300,12.01425919,8.865070402,83.16,1800,286.9495543
2241,10,40,600,60,60,60,300,12.01425919,17.90770918,83.16,1800,1147.798217
2242,40,10,600,60,60,60,300,12.01425919,26.41764283,83.16,1800,1147.798217
2243,40,40,600,60,60,60,300,12.01425919,35.46028161,83.16,1800,4591.192869
2244,10,10,700,60,60,60,300,12.51963008,8.795381339,83.16,2450,330.3632541
2245,10,40,700,60,60,60,300,12.51963008,17.94157894,83.16,2450,1321.453016
2246,40,10,700,60,60,60,300,12.51963008,26.03532775,83.16,2450,1321.453016
2247,40,40,700,60,60,60,300,12.51963008,35.18152536,83.16,2450,5285.812065
2248,10,10,500,40,20,40,500,8.161882293,11.01269259,97.56,1250,240.2150943
2249,10,40,500,40,20,40,500,8.161882293,19.78831632,97.56,1250,960.8603772
2250,40,10,500,40,20,40,500,8.161882293,35.27514665,97.56,1250,960.8603772
2251,40,40,500,40,20,40,500,8.161882293,44.05077037,97.56,1250,3843.441509
2252,10,10,600,40,20,40,500,9.892440591,11.11679247,97.56,1800,273.2112307
2253,10,40,600,40,20,40,500,9.892440591,20.2930318,97.56,1800,1092.844923
2254,40,10,600,40,20,40,500,9.892440591,35.29093055,97.56,1800,1092.844923
2255,40,40,600,40,20,40,500,9.892440591,44.46716988,97.56,1800,4371.379691
2256,10,10,700,40,20,40,500,10.40433895,11.54773625,97.56,2450,345.4341839
2257,10,40,700,40,20,40,500,10.40433895,21.19115948,97.56,2450,1381.736736
2258,40,10,700,40,20,40,500,10.40433895,36.54752178,97.56,2450,1381.736736
2259,40,40,700,40,20,40,500,10.40433895,46.190945,97.56,2450,5526.946942
2260,10,10,500,40,40,20,500,9.59619464,10.90024007,96.12,1250,236.5498684
2261,10,40,500,40,40,20,500,9.59619464,19.7954287,96.12,1250,946.1994735
2262,40,10,500,40,40,20,500,9.59619464,34.70577166,96.12,1250,946.1994735
2263,40,40,500,40,40,20,500,9.59619464,43.60096028,96.12,1250,3784.797894
2264,10,10,600,40,40,20,500,11.09690044,11.10310666,96.12,1800,287.9245587
2265,10,40,600,40,40,20,500,11.09690044,20.26450712,96.12,1800,1151.698235
2266,40,10,600,40,40,20,500,11.09690044,35.25102616,96.12,1800,1151.698235
2267,40,40,600,40,40,20,500,11.09690044,44.41242662,96.12,1800,4606.792939
2268,10,10,700,40,40,20,500,10.922783,11.19068825,96.12,2450,349.7232653
2269,10,40,700,40,40,20,500,10.922783,20.56587649,96.12,2450,1398.893061
2270,40,10,700,40,40,20,500,10.922783,35.38756478,96.12,2450,1398.893061
2271,40,40,700,40,40,20,500,10.922783,44.76275302,96.12,2450,5595.572246
2272,10,10,500,20,40,60,500,7.552326271,11.79897196,100.44,1250,236.1682079
2273,10,40,500,20,40,60,500,7.552326271,20.87386349,100.44,1250,944.6728314
2274,40,10,500,20,40,60,500,7.552326271,38.1209963,100.44,1250,944.6728314
2275,40,40,500,20,40,60,500,7.552326271,47.19588783,100.44,1250,3778.691326
2276,10,10,600,20,40,60,500,8.870660438,12.04098545,100.44,1800,270.2751823
2277,10,40,600,20,40,60,500,8.870660438,21.07649692,100.44,1800,1081.100729
2278,40,10,600,20,40,60,500,8.870660438,39.12843031,100.44,1800,1081.100729
2279,40,40,600,20,40,60,500,8.870660438,48.16394178,100.44,1800,4324.402916
2280,10,10,700,20,40,60,500,9.029680944,12.13880142,100.44,2450,315.6421133
2281,10,40,700,20,40,60,500,9.029680944,21.46351933,100.44,2450,1262.568453
2282,40,10,700,20,40,60,500,9.029680944,39.23048778,100.44,2450,1262.568453
2283,40,40,700,20,40,60,500,9.029680944,48.55520568,100.44,2450,5050.273813
2284,10,10,500,20,60,40,500,8.255476933,11.48557237,99,1250,236.1082258
2285,10,40,500,20,60,40,500,8.255476933,19.9615578,99,1250,944.4329031
2286,40,10,500,20,60,40,500,8.255476933,37.46630402,99,1250,944.4329031
2287,40,40,500,20,60,40,500,8.255476933,45.94228946,99,1250,3777.731612
2288,10,10,600,20,60,40,500,9.807735678,11.89677412,99,1800,276.1907409
2289,10,40,600,20,60,40,500,9.807735678,20.85595704,99,1800,1104.762963
2290,40,10,600,20,60,40,500,9.807735678,38.62791357,99,1800,1104.762963
2291,40,40,600,20,60,40,500,9.807735678,47.58709648,99,1800,4419.051854
2292,10,10,700,20,60,40,500,10.39412839,11.93993128,99,2450,320.6713416
2293,10,40,700,20,60,40,500,10.39412839,21.14006719,99,2450,1282.685367
2294,40,10,700,20,60,40,500,10.39412839,38.55958923,99,2450,1282.685367
2295,40,40,700,20,60,40,500,10.39412839,47.75972514,99,2450,5130.741466
2296,10,10,500,60,20,20,500,8.725074319,11.13907091,97.56,1250,236.1055256
2297,10,40,500,60,20,20,500,8.725074319,20.06649292,97.56,1250,944.4221024
2298,40,10,500,60,20,20,500,8.725074319,35.62886165,97.56,1250,944.4221024
2299,40,40,500,60,20,20,500,8.725074319,44.55628365,97.56,1250,3777.68841
2300,10,10,600,60,20,20,500,9.731409561,11.19993602,97.56,1800,274.5223917
2301,10,40,600,60,20,20,500,9.731409561,20.51336587,97.56,1800,1098.089567
2302,40,10,600,60,20,20,500,9.731409561,35.48631424,97.56,1800,1098.089567
2303,40,40,600,60,20,20,500,9.731409561,44.79974409,97.56,1800,4392.358267
2304,10,10,700,60,20,20,500,10.62542053,11.70646887,97.56,2450,350.7245031
2305,10,40,700,60,20,20,500,10.62542053,21.58625279,97.56,2450,1402.898012
2306,40,10,700,60,20,20,500,10.62542053,36.94609154,97.56,2450,1402.898012
2307,40,40,700,60,20,20,500,10.62542053,46.82587546,97.56,2450,5611.592049
2308,10,10,500,40,20,60,500,7.093858401,12.10349244,101.88,1250,235.4884243
2309,10,40,500,40,20,60,500,7.093858401,21.15229897,101.88,1250,941.9536973
2310,40,10,500,40,20,60,500,7.093858401,39.36516325,101.88,1250,941.9536973
2311,40,40,500,40,20,60,500,7.093858401,48.41396978,101.88,1250,3767.814789
2312,10,10,600,40,20,60,500,8.242358291,12.28012101,101.88,1800,268.1610176
2313,10,40,600,40,20,60,500,8.242358291,21.44052752,101.88,1800,1072.64407
2314,40,10,600,40,20,60,500,8.242358291,39.96007753,101.88,1800,1072.64407
2315,40,40,600,40,20,60,500,8.242358291,49.12048404,101.88,1800,4290.576282
2316,10,10,700,40,20,60,500,8.393027643,12.74905457,101.88,2450,315.489489
2317,10,40,700,40,20,60,500,8.393027643,22.36368541,101.88,2450,1261.957956
2318,40,10,700,40,20,60,500,8.393027643,41.38158747,101.88,2450,1261.957956
2319,40,40,700,40,20,60,500,8.393027643,50.9962183,101.88,2450,5047.831824
2320,10,10,500,40,40,40,500,7.387707997,11.62637252,100.44,1250,236.687614
2321,10,40,500,40,40,40,500,7.387707997,20.2978473,100.44,1250,946.7504562
2322,40,10,500,40,40,40,500,7.387707997,37.83401529,100.44,1250,946.7504562
2323,40,40,500,40,40,40,500,7.387707997,46.50549008,100.44,1250,3787.001825
2324,10,10,600,40,40,40,500,8.878558932,11.92826786,100.44,1800,270.2581157
2325,10,40,600,40,40,40,500,8.878558932,21.15567433,100.44,1800,1081.032463
2326,40,10,600,40,40,40,500,8.878558932,38.48566497,100.44,1800,1081.032463
2327,40,40,600,40,40,40,500,8.878558932,47.71307144,100.44,1800,4324.129852
2328,10,10,700,40,40,40,500,9.205152769,12.03547193,100.44,2450,324.430263
2329,10,40,700,40,40,40,500,9.205152769,21.09620489,100.44,2450,1297.721052
2330,40,10,700,40,40,40,500,9.205152769,39.08115476,100.44,2450,1297.721052
2331,40,40,700,40,40,40,500,9.205152769,48.14188771,100.44,2450,5190.884208
2332,10,10,500,40,60,20,500,9.277498322,11.74011996,99,1250,232.2807474
2333,10,40,500,40,60,20,500,9.277498322,20.56280794,99,1250,929.1229895
2334,40,10,500,40,60,20,500,9.277498322,38.13779185,99,1250,929.1229895
2335,40,40,500,40,60,20,500,9.277498322,46.96047984,99,1250,3716.491958
2336,10,10,600,40,60,20,500,9.97627984,11.96359031,99,1800,285.4299717
2337,10,40,600,40,60,20,500,9.97627984,21.40179135,99,1800,1141.719887
2338,40,10,600,40,60,20,500,9.97627984,38.41616022,99,1800,1141.719887
2339,40,40,600,40,60,20,500,9.97627984,47.85436125,99,1800,4566.879548
2340,10,10,700,40,60,20,500,10.25513522,11.86208982,99,2450,328.2133229
2341,10,40,700,40,60,20,500,10.25513522,21.16919351,99,2450,1312.853292
2342,40,10,700,40,60,20,500,10.25513522,38.1412556,99,2450,1312.853292
2343,40,40,700,40,60,20,500,10.25513522,47.44835929,99,2450,5251.413166
2344,10,10,500,20,60,60,500,6.318038816,12.68944814,103.32,1250,233.0286252
2345,10,40,500,20,60,60,500,6.318038816,21.4863775,103.32,1250,932.114501
2346,40,10,500,20,60,60,500,6.318038816,41.96086321,103.32,1250,932.114501
2347,40,40,500,20,60,60,500,6.318038816,50.75779257,103.32,1250,3728.458004
2348,10,10,600,20,60,60,500,7.708761543,12.71923288,103.32,1800,266.6010374
2349,10,40,600,20,60,60,500,7.708761543,21.75578214,103.32,1800,1066.40415
2350,40,10,600,20,60,60,500,7.708761543,41.84038223,103.32,1800,1066.40415
2351,40,40,600,20,60,60,500,7.708761543,50.8769315,103.32,1800,4265.616598
2352,10,10,700,20,60,60,500,8.848799388,12.95709454,103.32,2450,309.1727016
2353,10,40,700,20,60,60,500,8.848799388,22.31581829,103.32,2450,1236.690806
2354,40,10,700,20,60,60,500,8.848799388,42.46965439,103.32,2450,1236.690806
2355,40,40,700,20,60,60,500,8.848799388,51.82837814,103.32,2450,4946.763226
2356,10,10,500,60,20,40,500,7.572281497,12.03112522,101.88,1250,234.7381962
2357,10,40,500,60,20,40,500,7.572281497,20.81597006,101.88,1250,938.9527846
2358,40,10,500,60,20,40,500,7.572281497,39.33965602,101.88,1250,938.9527846
2359,40,40,500,60,20,40,500,7.572281497,48.12450086,101.88,1250,3755.811138
2360,10,10,600,60,20,40,500,8.153882638,12.31538948,101.88,1800,265.6095638
2361,10,40,600,60,20,40,500,8.153882638,21.71225257,101.88,1800,1062.438255
2362,40,10,600,60,20,40,500,8.153882638,39.86469481,101.88,1800,1062.438255
2363,40,40,600,60,20,40,500,8.153882638,49.2615579,101.88,1800,4249.753021
2364,10,10,700,60,20,40,500,9.047405774,12.46510778,101.88,2450,331.5398894
2365,10,40,700,60,20,40,500,9.047405774,21.68847662,101.88,2450,1326.159558
2366,40,10,700,60,20,40,500,9.047405774,40.63706228,101.88,2450,1326.159558
2367,40,40,700,60,20,40,500,9.047405774,49.86043112,101.88,2450,5304.638231
2368,10,10,500,60,40,20,500,8.515491376,11.94053581,100.44,1250,232.0584712
2369,10,40,500,60,40,20,500,8.515491376,21.00883343,100.44,1250,928.2338847
2370,40,10,500,60,40,20,500,8.515491376,38.69384563,100.44,1250,928.2338847
2371,40,40,500,60,40,20,500,8.515491376,47.76214325,100.44,1250,3712.935539
2372,10,10,600,60,40,20,500,9.486227892,12.02047327,100.44,1800,269.1143928
2373,10,40,600,60,40,20,500,9.486227892,21.25417794,100.44,1800,1076.457571
2374,40,10,600,60,40,20,500,9.486227892,38.84818839,100.44,1800,1076.457571
2375,40,40,600,60,40,20,500,9.486227892,48.08189306,100.44,1800,4305.830285
2376,10,10,700,60,40,20,500,9.750817856,12.22269075,100.44,2450,336.5518715
2377,10,40,700,60,40,20,500,9.750817856,21.64835683,100.44,2450,1346.207486
2378,40,10,700,60,40,20,500,9.750817856,39.46509692,100.44,2450,1346.207486
2379,40,40,700,60,40,20,500,9.750817856,48.890763,100.44,2450,5384.829944
2380,10,10,500,40,40,60,500,6.468892925,13.12203295,104.76,1250,231.1102741
2381,10,40,500,40,40,60,500,6.468892925,21.89312734,104.76,1250,924.4410966
2382,40,10,500,40,40,60,500,6.468892925,43.71703741,104.76,1250,924.4410966
2383,40,40,500,40,40,60,500,6.468892925,52.48813179,104.76,1250,3697.764386
2384,10,10,600,40,40,60,500,7.56981767,12.85807981,104.76,1800,263.8505505
2385,10,40,600,40,40,60,500,7.56981767,21.64165917,104.76,1800,1055.402202
2386,40,10,600,40,40,60,500,7.56981767,42.6487399,104.76,1800,1055.402202
2387,40,40,600,40,40,60,500,7.56981767,51.43231925,104.76,1800,4221.608809
2388,10,10,700,40,40,60,500,8.213883596,13.16015903,104.76,2450,304.19499
2389,10,40,700,40,40,60,500,8.213883596,22.4477298,104.76,2450,1216.77996
2390,40,10,700,40,40,60,500,8.213883596,43.35306535,104.76,2450,1216.77996
2391,40,40,700,40,40,60,500,8.213883596,52.64063612,104.76,2450,4867.11984
2392,10,10,500,40,60,40,500,7.246608123,12.5912726,103.32,1250,231.2662488
2393,10,40,500,40,60,40,500,7.246608123,21.37295428,103.32,1250,925.0649952
2394,40,10,500,40,60,40,500,7.246608123,41.58340873,103.32,1250,925.0649952
2395,40,40,500,40,60,40,500,7.246608123,50.36509041,103.32,1250,3700.259981
2396,10,10,600,40,60,40,500,8.342119248,12.73719437,103.32,1800,265.8579889
2397,10,40,600,40,60,40,500,8.342119248,21.6438561,103.32,1800,1063.431955
2398,40,10,600,40,60,40,500,8.342119248,42.04211573,103.32,1800,1063.431955
2399,40,40,600,40,60,40,500,8.342119248,50.94877747,103.32,1800,4253.727822
2400,10,10,700,40,60,40,500,8.86340576,12.90097732,103.32,2450,313.6247203
2401,10,40,700,40,60,40,500,8.86340576,22.00577727,103.32,2450,1254.498881
2402,40,10,700,40,60,40,500,8.86340576,42.49910932,103.32,2450,1254.498881
2403,40,40,700,40,60,40,500,8.86340576,51.60390927,103.32,2450,5017.995525
2404,10,10,500,20,20,20,700,1.968165561,16.69980169,117.72,1250,210.5915642
2405,10,40,500,20,20,20,700,1.968165561,25.84574121,117.72,1250,842.3662566
2406,40,10,500,20,20,20,700,1.968165561,57.65326726,117.72,1250,842.3662566
2407,40,40,500,20,20,20,700,1.968165561,66.79920678,117.72,1250,3369.465026
2408,10,10,600,20,20,20,700,2.699636359,16.6707627,117.72,1800,213.2979015
2409,10,40,600,20,20,20,700,2.699636359,25.68114658,117.72,1800,853.1916058
2410,40,10,600,20,20,20,700,2.699636359,57.67266692,117.72,1800,853.1916058
2411,40,40,600,20,20,20,700,2.699636359,66.6830508,117.72,1800,3412.766423
2412,10,10,700,20,20,20,700,1.506405873,17.10406928,117.72,2450,223.7432636
2413,10,40,700,20,20,20,700,1.506405873,26.92447946,117.72,2450,894.9730545
2414,40,10,700,20,20,20,700,1.506405873,58.59586692,117.72,2450,894.9730545
2415,40,40,700,20,20,20,700,1.506405873,68.4162771,117.72,2450,3579.892218
2416,10,10,500,60,20,60,500,6.349069955,13.17339382,106.2,1250,230.010884
2417,10,40,500,60,20,60,500,6.349069955,22.02636683,106.2,1250,920.0435359
2418,40,10,500,60,20,60,500,6.349069955,43.84060227,106.2,1250,920.0435359
2419,40,40,500,60,20,60,500,6.349069955,52.69357528,106.2,1250,3680.174144
2420,10,10,600,60,20,60,500,6.806395359,13.54171702,106.2,1800,261.2315346
2421,10,40,600,60,20,60,500,6.806395359,22.7847448,106.2,1800,1044.926138
2422,40,10,600,60,20,60,500,6.806395359,44.92384029,106.2,1800,1044.926138
2423,40,40,600,60,20,60,500,6.806395359,54.16686807,106.2,1800,4179.704553
2424,10,10,700,60,20,60,500,7.210057971,13.70247873,106.2,2450,300.2868035
2425,10,40,700,60,20,60,500,7.210057971,23.10157839,106.2,2450,1201.147214
2426,40,10,700,60,20,60,500,7.210057971,45.41081528,106.2,2450,1201.147214
2427,40,40,700,60,20,60,500,7.210057971,54.80991494,106.2,2450,4804.588855
2428,10,10,500,60,40,40,500,6.521971149,12.89379318,104.76,1250,230.6339342
2429,10,40,500,60,40,40,500,6.521971149,21.71346115,104.76,1250,922.5357369
2430,40,10,500,60,40,40,500,6.521971149,42.75550474,104.76,1250,922.5357369
2431,40,40,500,60,40,40,500,6.521971149,51.57517271,104.76,1250,3690.142947
2432,10,10,600,60,40,40,500,7.866466101,13.27624126,104.76,1800,261.3969026
2433,10,40,600,60,40,40,500,7.866466101,22.70535461,104.76,1800,1045.58761
2434,40,10,600,60,40,40,500,7.866466101,43.67585171,104.76,1800,1045.58761
2435,40,40,600,60,40,40,500,7.866466101,53.10496506,104.76,1800,4182.350441
2436,10,10,700,60,40,40,500,8.478464397,13.34568681,104.76,2450,310.440887
2437,10,40,700,60,40,40,500,8.478464397,22.67482603,104.76,2450,1241.763548
2438,40,10,700,60,40,40,500,8.478464397,44.05360804,104.76,2450,1241.763548
2439,40,40,700,60,40,40,500,8.478464397,53.38274726,104.76,2450,4967.054193
2440,10,10,500,60,60,20,500,7.701607148,12.51225278,103.32,1250,228.0035782
2441,10,40,500,60,60,20,500,7.701607148,21.14690968,103.32,1250,912.0143126
2442,40,10,500,60,60,20,500,7.701607148,41.4143542,103.32,1250,912.0143126
2443,40,40,500,60,60,20,500,7.701607148,50.04901111,103.32,1250,3648.05725
2444,10,10,600,60,60,20,500,9.038360876,13.014848,103.32,1800,265.4022744
2445,10,40,600,60,60,20,500,9.038360876,22.34061717,103.32,1800,1061.609098
2446,40,10,600,60,60,20,500,9.038360876,42.7336228,103.32,1800,1061.609098
2447,40,40,600,60,60,20,500,9.038360876,52.05939198,103.32,1800,4246.436391
2448,10,10,700,60,60,20,500,8.952198892,13.25780064,103.32,2450,317.1521054
2449,10,40,700,60,60,20,500,8.952198892,22.61161234,103.32,2450,1268.608422
2450,40,10,700,60,60,20,500,8.952198892,43.67739088,103.32,2450,1268.608422
2451,40,40,700,60,60,20,500,8.952198892,53.03120258,103.32,2450,5074.433687
2452,10,10,500,40,60,60,500,6.107986446,13.77076052,107.64,1250,226.4330408
2453,10,40,500,40,60,60,500,6.107986446,22.33580334,107.64,1250,905.7321633
2454,40,10,500,40,60,60,500,6.107986446,46.51799923,107.64,1250,905.7321633
2455,40,40,500,40,60,60,500,6.107986446,55.08304206,107.64,1250,3622.928653
2456,10,10,600,40,60,60,500,7.248603398,14.24011585,107.64,1800,258.8980304
2457,10,40,600,40,60,60,500,7.248603398,23.66580154,107.64,1800,1035.592122
2458,40,10,600,40,60,60,500,7.248603398,47.53477771,107.64,1800,1035.592122
2459,40,40,600,40,60,60,500,7.248603398,56.9604634,107.64,1800,4142.368487
2460,10,10,700,40,60,60,500,7.758902076,14.4760339,107.64,2450,300.0406729
2461,10,40,700,40,60,60,500,7.758902076,24.5734126,107.64,2450,1200.162692
2462,40,10,700,40,60,60,500,7.758902076,47.80675687,107.64,2450,1200.162692
2463,40,40,700,40,60,60,500,7.758902076,57.90413558,107.64,2450,4800.650767
2464,10,10,500,20,20,40,700,1.4911161,18.46788149,122.04,1250,203.0282434
2465,10,40,500,20,20,40,700,1.4911161,27.36830087,122.04,1250,812.1129736
2466,40,10,500,20,20,40,700,1.4911161,64.97110658,122.04,1250,812.1129736
2467,40,40,500,20,20,40,700,1.4911161,73.87152596,122.04,1250,3248.451894
2468,10,10,600,20,20,40,700,1.183420363,18.26047432,122.04,1800,206.112196
2469,10,40,600,20,20,40,700,1.183420363,27.37801391,122.04,1800,824.448784
2470,40,10,600,20,20,40,700,1.183420363,63.9243577,122.04,1800,824.448784
2471,40,40,600,20,20,40,700,1.183420363,73.04189729,122.04,1800,3297.795136
2472,10,10,700,20,20,40,700,1.042921375,18.41327454,122.04,2450,217.4944445
2473,10,40,700,20,20,40,700,1.042921375,27.38764549,122.04,2450,869.9777778
2474,40,10,700,20,20,40,700,1.042921375,64.6787272,122.04,2450,869.9777778
2475,40,40,700,20,20,40,700,1.042921375,73.65309816,122.04,2450,3479.911111
2476,10,10,500,20,40,20,700,1.931581549,17.82080249,120.6,1250,204.658704
2477,10,40,500,20,40,20,700,1.931581549,27.07737064,120.6,1250,818.6348158
2478,40,10,500,20,40,20,700,1.931581549,62.0266418,120.6,1250,818.6348158
2479,40,40,500,20,40,20,700,1.931581549,71.28320995,120.6,1250,3274.539263
2480,10,10,600,20,40,20,700,1.979222364,17.84685542,120.6,1800,209.0770162
2481,10,40,600,20,40,20,700,1.979222364,26.89801116,120.6,1800,836.3080648
2482,40,10,600,20,40,20,700,1.979222364,62.33626595,120.6,1800,836.3080648
2483,40,40,600,20,40,20,700,1.979222364,71.38742169,120.6,1800,3345.232259
2484,10,10,700,20,40,20,700,0.594406218,18.12463689,120.6,2450,217.7968996
2485,10,40,700,20,40,20,700,0.594406218,27.5235758,120.6,2450,871.1875984
2486,40,10,700,20,40,20,700,0.594406218,63.09960863,120.6,2450,871.1875984
2487,40,40,700,20,40,20,700,0.594406218,72.49854755,120.6,2450,3484.750394
2488,10,10,500,60,40,60,500,5.627027428,14.42246215,109.08,1250,225.526039
2489,10,40,500,60,40,60,500,5.627027428,23.29443737,109.08,1250,902.1041562
2490,40,10,500,60,40,60,500,5.627027428,48.81787337,109.08,1250,902.1041562
2491,40,40,500,60,40,60,500,5.627027428,57.6898486,109.08,1250,3608.416625
2492,10,10,600,60,40,60,500,6.661768876,14.52075479,109.08,1800,255.4932074
2493,10,40,600,60,40,60,500,6.661768876,23.902362,109.08,1800,1021.97283
2494,40,10,600,60,40,60,500,6.661768876,48.70141196,109.08,1800,1021.97283
2495,40,40,600,60,40,60,500,6.661768876,58.08301917,109.08,1800,4087.891319
2496,10,10,700,60,40,60,500,7.240796806,14.79185278,109.08,2450,293.7189191
2497,10,40,700,60,40,60,500,7.240796806,24.05452554,109.08,2450,1174.875676
2498,40,10,700,60,40,60,500,7.240796806,49.90473834,109.08,2450,1174.875676
2499,40,40,700,60,40,60,500,7.240796806,59.16741111,109.08,2450,4699.502705
2500,10,10,500,60,60,40,500,6.448327112,14.13695262,107.64,1250,226.1014566
2501,10,40,500,60,60,40,500,6.448327112,23.20910293,107.64,1250,904.4058263
2502,40,10,500,60,60,40,500,6.448327112,47.47566017,107.64,1250,904.4058263
2503,40,40,500,60,60,40,500,6.448327112,56.54781048,107.64,1250,3617.623305
2504,10,10,600,60,60,40,500,7.533729926,14.1482198,107.64,1800,256.0144849
2505,10,40,600,60,60,40,500,7.533729926,23.24066609,107.64,1800,1024.05794
2506,40,10,600,60,60,40,500,7.533729926,47.50043291,107.64,1800,1024.05794
2507,40,40,600,60,60,40,500,7.533729926,56.59287919,107.64,1800,4096.231759
2508,10,10,700,60,60,40,500,7.973879713,14.22035224,107.64,2450,305.5079214
2509,10,40,700,60,60,40,500,7.973879713,23.2368269,107.64,2450,1222.031686
2510,40,10,700,60,60,40,500,7.973879713,47.86493431,107.64,2450,1222.031686
2511,40,40,700,60,60,40,500,7.973879713,56.88140897,107.64,2450,4888.126743
2512,10,10,500,40,20,20,700,1.114581951,18.36478087,122.04,1250,203.7643639
2513,10,40,500,40,20,20,700,1.114581951,27.15965211,122.04,1250,815.0574555
2514,40,10,500,40,20,20,700,1.114581951,64.66425224,122.04,1250,815.0574555
2515,40,40,500,40,20,20,700,1.114581951,73.45912348,122.04,1250,3260.229822
2516,10,10,600,40,20,20,700,0.896353915,18.26859354,122.04,1800,206.8855363
2517,10,40,600,40,20,20,700,0.896353915,27.18572271,122.04,1800,827.5421452
2518,40,10,600,40,20,20,700,0.896353915,64.15724499,122.04,1800,827.5421452
2519,40,40,600,40,20,20,700,0.896353915,73.07437416,122.04,1800,3310.168581
2520,10,10,700,40,20,20,700,0.815089158,18.40361219,122.04,2450,212.4587583
2521,10,40,700,40,20,20,700,0.815089158,27.47043184,122.04,2450,849.8350334
2522,40,10,700,40,20,20,700,0.815089158,64.54762908,122.04,2450,849.8350334
2523,40,40,700,40,20,20,700,0.815089158,73.61444874,122.04,2450,3399.340133
2524,10,10,500,20,20,60,700,0.731129784,20.27001094,126.36,1250,195.3355438
2525,10,40,500,20,20,60,700,0.731129784,28.87223793,126.36,1250,781.3421754
2526,40,10,500,20,20,60,700,0.731129784,72.47781676,126.36,1250,781.3421754
2527,40,40,500,20,20,60,700,0.731129784,81.08004376,126.36,1250,3125.368701
2528,10,10,600,20,20,60,700,0.928194314,20.06871578,126.36,1800,199.1253457
2529,10,40,600,20,20,60,700,0.928194314,29.37685815,126.36,1800,796.5013829
2530,40,10,600,20,20,60,700,0.928194314,70.96672076,126.36,1800,796.5013829
2531,40,40,600,20,20,60,700,0.928194314,80.27486312,126.36,1800,3186.005532
2532,10,10,700,20,20,60,700,0.634223302,20.7316274,126.36,2450,209.611322
2533,10,40,700,20,20,60,700,0.634223302,30.23204182,126.36,2450,838.4452882
2534,40,10,700,20,20,60,700,0.634223302,73.42609519,126.36,2450,838.4452882
2535,40,40,700,20,20,60,700,0.634223302,82.9265096,126.36,2450,3353.781153
2536,10,10,500,20,40,40,700,1.337479925,19.45108274,124.92,1250,197.8560541
2537,10,40,500,20,40,40,700,1.337479925,28.3791972,124.92,1250,791.4242164
2538,40,10,500,20,40,40,700,1.337479925,68.87621648,124.92,1250,791.4242164
2539,40,40,500,20,40,40,700,1.337479925,77.80433094,124.92,1250,3165.696866
2540,10,10,600,20,40,40,700,1.178445391,19.6410975,124.92,1800,201.2913755
2541,10,40,600,20,40,40,700,1.178445391,28.79580335,124.92,1800,805.1655019
2542,40,10,600,20,40,40,700,1.178445391,69.40968416,124.92,1800,805.1655019
2543,40,40,600,20,40,40,700,1.178445391,78.56439001,124.92,1800,3220.662008
2544,10,10,700,20,40,40,700,0.29539851,20.43574608,124.92,2450,211.7618247
2545,10,40,700,20,40,40,700,0.29539851,30.13527787,124.92,2450,847.0472986
2546,40,10,700,20,40,40,700,0.29539851,72.04345252,124.92,2450,847.0472986
2547,40,40,700,20,40,40,700,0.29539851,81.74298431,124.92,2450,3388.189195
2548,10,10,500,20,60,20,700,1.103173426,19.29842078,123.48,1250,200.6246966
2549,10,40,500,20,60,20,700,1.103173426,28.50287042,123.48,1250,802.4987864
2550,40,10,500,20,60,20,700,1.103173426,67.98923346,123.48,1250,802.4987864
2551,40,40,500,20,60,20,700,1.103173426,77.1936831,123.48,1250,3209.995146
