,Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
1823,20,40,1000,100,70,10,100,11.01150055,8.4,66.24,5000,1055.936973
1824,40,10,1000,100,70,10,100,11.01150055,12,66.24,5000,263.9842433
1825,40,20,1000,100,70,10,100,11.01150055,19.2,66.24,5000,527.9684867
1826,40,40,1000,100,70,10,100,11.01150055,13.2,66.24,5000,1055.936973
1827,10,10,1300,100,70,10,100,10.64744368,30.2,66.24,8450,269.374744
1828,10,20,1300,100,70,10,100,10.64744368,16.3,66.24,8450,538.7494881
1829,10,40,1300,100,70,10,100,10.64744368,22.6,66.24,8450,1077.498976
1830,20,10,1300,100,70,10,100,10.64744368,35.2,66.24,8450,269.374744
1831,20,20,1300,100,70,10,100,10.64744368,26.3,66.24,8450,538.7494881
1832,20,40,1300,100,70,10,100,10.64744368,32.6,66.24,8450,1077.498976
1833,40,10,1300,100,70,10,100,10.64744368,45.2,66.24,8450,269.374744
1834,40,20,1300,100,70,10,100,10.64744368,11.3,66.24,8450,538.7494881
1835,40,40,1300,100,70,10,100,10.64744368,17.6,66.24,8450,1077.498976
1836,10,10,400,10,10,70,400,11.28694881,19.9,94.32,800,254.0677817
1837,10,20,400,10,10,70,400,11.28694881,22.6,94.32,800,508.1355635
1838,10,40,400,10,10,70,400,11.28694881,28,94.32,800,1016.271127
1839,20,10,400,10,10,70,400,11.28694881,7,94.32,800,254.0677817
1840,20,20,400,10,10,70,400,11.28694881,9.7,94.32,800,508.1355635
1841,20,40,400,10,10,70,400,11.28694881,15.1,94.32,800,1016.271127
1842,40,10,400,10,10,70,400,11.28694881,11.3,94.32,800,254.0677817
1843,40,20,400,10,10,70,400,11.28694881,14,94.32,800,508.1355635
1844,40,40,400,10,10,70,400,11.28694881,19.4,94.32,800,1016.271127
1845,10,10,700,10,10,70,400,13.14330641,10.9,94.32,2450,404.3509935
1846,10,20,700,10,10,70,400,13.14330641,17.1,94.32,2450,808.701987
1847,10,40,700,10,10,70,400,13.14330641,12.5,94.32,2450,1617.403974
1848,20,10,700,10,10,70,400,13.14330641,15.6,94.32,2450,404.3509935
1849,20,20,700,10,10,70,400,13.14330641,21.8,94.32,2450,808.701987
1850,20,40,700,10,10,70,400,13.14330641,21.9,94.32,2450,1617.403974
1851,40,10,700,10,10,70,400,13.14330641,25,94.32,2450,404.3509935
1852,40,20,700,10,10,70,400,13.14330641,31.2,94.32,2450,808.701987
1853,40,40,700,10,10,70,400,13.14330641,7.8,94.32,2450,1617.403974
1854,10,10,1000,10,10,70,400,11.93587537,25.8,94.32,5000,458.5815509
1855,10,20,1000,10,10,70,400,11.93587537,26.4,94.32,5000,917.1631017
1856,10,40,1000,10,10,70,400,11.93587537,30,94.32,5000,1834.326203
1857,20,10,1000,10,10,70,400,11.93587537,37.2,94.32,5000,458.5815509
1858,20,20,1000,10,10,70,400,11.93587537,9.3,94.32,5000,917.1631017
1859,20,40,1000,10,10,70,400,11.93587537,12.9,94.32,5000,1834.326203
1860,40,10,1000,10,10,70,400,11.93587537,20.1,94.32,5000,458.5815509
1861,40,20,1000,10,10,70,400,11.93587537,15,94.32,5000,917.1631017
1862,40,40,1000,10,10,70,400,11.93587537,18.6,94.32,5000,1834.326203
1863,10,10,1300,10,10,70,400,11.83509443,18.7,94.32,8450,470.4953991
1864,10,20,1300,10,10,70,400,11.83509443,25.5,94.32,8450,940.9907981
1865,10,40,1300,10,10,70,400,11.83509443,39.1,94.32,8450,1881.981596
1866,20,10,1300,10,10,70,400,11.83509443,30.6,94.32,8450,470.4953991
1867,20,20,1300,10,10,70,400,11.83509443,37.4,94.32,8450,940.9907981
1868,20,40,1300,10,10,70,400,11.83509443,51,94.32,8450,1881.981596
1869,40,10,1300,10,10,70,400,11.83509443,54.4,94.32,8450,470.4953991
1870,40,20,1300,10,10,70,400,11.83509443,61.2,94.32,8450,940.9907981
1871,40,40,1300,10,10,70,400,11.83509443,74.8,94.32,8450,1881.981596
1872,10,10,400,10,40,40,400,12.19636295,13.4,92.16,800,249.8846651
1873,10,20,400,10,40,40,400,12.19636295,18.6,92.16,800,499.7693301
1874,10,40,400,10,40,40,400,12.19636295,19,92.16,800,999.5386602
1875,20,10,400,10,40,40,400,12.19636295,21.6,92.16,800,249.8846651
1876,20,20,400,10,40,40,400,12.19636295,26.8,92.16,800,499.7693301
1877,20,40,400,10,40,40,400,12.19636295,6.7,92.16,800,999.5386602
1878,40,10,400,10,40,40,400,12.19636295,9.3,92.16,800,249.8846651
1879,40,20,400,10,40,40,400,12.19636295,14.5,92.16,800,499.7693301
1880,40,40,400,10,40,40,400,12.19636295,10.8,92.16,800,999.5386602
1881,10,10,700,10,40,40,400,14.01564813,29.6,92.16,2450,401.8796005
1882,10,20,700,10,40,40,400,14.01564813,7.4,92.16,2450,803.7592009
1883,10,40,700,10,40,40,400,14.01564813,10.5,92.16,2450,1607.518402
1884,20,10,700,10,40,40,400,14.01564813,16.7,92.16,2450,401.8796005
1885,20,20,700,10,40,40,400,14.01564813,11.7,92.16,2450,803.7592009
1886,20,40,700,10,40,40,400,14.01564813,14.8,92.16,2450,1607.518402
1887,40,10,700,10,40,40,400,14.01564813,21,92.16,2450,401.8796005
1888,40,20,700,10,40,40,400,14.01564813,20.3,92.16,2450,803.7592009
1889,40,40,700,10,40,40,400,14.01564813,23.4,92.16,2450,1607.518402
1890,10,10,1000,10,40,40,400,12.9145447,14.4,92.16,5000,452.5263807
1891,10,20,1000,10,40,40,400,12.9145447,18,92.16,5000,905.0527613
1892,10,40,1000,10,40,40,400,12.9145447,25.2,92.16,5000,1810.105523
1893,20,10,1000,10,40,40,400,12.9145447,25.2,92.16,5000,452.5263807
1894,20,20,1000,10,40,40,400,12.9145447,28.8,92.16,5000,905.0527613
1895,20,40,1000,10,40,40,400,12.9145447,36,92.16,5000,1810.105523
1896,40,10,1000,10,40,40,400,12.9145447,9,92.16,5000,452.5263807
1897,40,20,1000,10,40,40,400,12.9145447,12.6,92.16,5000,905.0527613
1898,40,40,1000,10,40,40,400,12.9145447,19.8,92.16,5000,1810.105523
1899,10,10,1300,10,40,40,400,12.31970711,60.2,92.16,8450,464.6596404
1900,10,20,1300,10,40,40,400,12.31970711,75.2,92.16,8450,929.3192808
1901,10,40,1300,10,40,40,400,12.31970711,18.8,92.16,8450,1858.638562
1902,20,10,1300,10,40,40,400,12.31970711,26.3,92.16,8450,464.6596404
1903,20,20,1300,10,40,40,400,12.31970711,41.3,92.16,8450,929.3192808
1904,20,40,1300,10,40,40,400,12.31970711,30.1,92.16,8450,1858.638562
1905,40,10,1300,10,40,40,400,12.31970711,37.6,92.16,8450,464.6596404
1906,40,20,1300,10,40,40,400,12.31970711,52.6,92.16,8450,929.3192808
1907,40,40,1300,10,40,40,400,12.31970711,52.7,92.16,8450,1858.638562
1908,10,10,400,10,70,10,400,12.93530975,14.3,90,800,242.2568753
1909,10,20,400,10,70,10,400,12.93530975,10.4,90,800,484.5137507
1910,10,40,400,10,70,10,400,12.93530975,13,90,800,969.0275014
1911,20,10,400,10,70,10,400,12.93530975,18.2,90,800,242.2568753
1912,20,20,400,10,70,10,400,12.93530975,18.2,90,800,484.5137507
1913,20,40,400,10,70,10,400,12.93530975,20.8,90,800,969.0275014
1914,40,10,400,10,70,10,400,12.93530975,26,90,800,242.2568753
1915,40,20,400,10,70,10,400,12.93530975,6.5,90,800,484.5137507
1916,40,40,400,10,70,10,400,12.93530975,9.1,90,800,969.0275014
1917,10,10,700,10,70,10,400,14.59194902,20.4,90,2450,393.1549589
1918,10,20,700,10,70,10,400,14.59194902,23.6,90,2450,786.3099178
1919,10,40,700,10,70,10,400,14.59194902,30,90,2450,1572.619836
1920,20,10,700,10,70,10,400,14.59194902,7.5,90,2450,393.1549589
1921,20,20,700,10,70,10,400,14.59194902,10.7,90,2450,786.3099178
1922,20,40,700,10,70,10,400,14.59194902,17.1,90,2450,1572.619836
1923,40,10,700,10,70,10,400,14.59194902,11.8,90,2450,393.1549589
1924,40,20,700,10,70,10,400,14.59194902,15,90,2450,786.3099178
1925,40,40,700,10,70,10,400,14.59194902,21.4,90,2450,1572.619836
1926,10,10,1000,10,70,10,400,13.27936252,12.6,90,5000,440.990521
1927,10,20,1000,10,70,10,400,13.27936252,20,90,5000,881.981042
1928,10,40,1000,10,70,10,400,13.27936252,14.1,90,5000,1763.962084
1929,20,10,1000,10,70,10,400,13.27936252,17.8,90,5000,440.990521
1930,20,20,1000,10,70,10,400,13.27936252,25.2,90,5000,881.981042
1931,20,40,1000,10,70,10,400,13.27936252,24.5,90,5000,1763.962084
1932,40,10,1000,10,70,10,400,13.27936252,28.2,90,5000,440.990521
1933,40,20,1000,10,70,10,400,13.27936252,35.6,90,5000,881.981042
1934,40,40,1000,10,70,10,400,13.27936252,8.9,90,5000,1763.962084
1935,10,10,1300,10,70,10,400,12.64305482,48.2,90,8450,454.0451809
1936,10,20,1300,10,70,10,400,12.64305482,50.2,90,8450,908.0903619
1937,10,40,1300,10,70,10,400,12.64305482,56.8,90,8450,1816.180724
1938,20,10,1300,10,70,10,400,12.64305482,70,90,8450,454.0451809
1939,20,20,1300,10,70,10,400,12.64305482,17.5,90,8450,908.0903619
1940,20,40,1300,10,70,10,400,12.64305482,24.1,90,8450,1816.180724
1941,40,10,1300,10,70,10,400,12.64305482,37.3,90,8450,454.0451809
1942,40,20,1300,10,70,10,400,12.64305482,28.4,90,8450,908.0903619
1943,40,40,1300,10,70,10,400,12.64305482,35,90,8450,1816.180724
1944,10,10,400,70,40,100,100,10.92042929,5.2,74.88,800,193.5783995
1945,10,20,400,70,40,100,100,10.92042929,7.9,74.88,800,387.1567989
1946,10,40,400,70,40,100,100,10.92042929,13.3,74.88,800,774.3135978
1947,20,10,400,70,40,100,100,10.92042929,7.7,74.88,800,193.5783995
1948,20,20,400,70,40,100,100,10.92042929,10.4,74.88,800,387.1567989
1949,20,40,400,70,40,100,100,10.92042929,15.8,74.88,800,774.3135978
1950,40,10,400,70,40,100,100,10.92042929,12.7,74.88,800,193.5783995
1951,40,20,400,70,40,100,100,10.92042929,15.4,74.88,800,387.1567989
1952,40,40,400,70,40,100,100,10.92042929,20.8,74.88,800,774.3135978
1953,10,10,700,70,40,100,100,13.13851155,12,74.88,2450,291.8689095
1954,10,20,700,70,40,100,100,13.13851155,18.6,74.88,2450,583.737819
1955,10,40,700,70,40,100,100,13.13851155,14.1,74.88,2450,1167.475638
1956,20,10,700,70,40,100,100,13.13851155,17.4,74.88,2450,291.8689095
1957,20,20,700,70,40,100,100,13.13851155,24,74.88,2450,583.737819
1958,20,40,700,70,40,100,100,13.13851155,6,74.88,2450,1167.475638
1959,40,10,700,70,40,100,100,13.13851155,9.3,74.88,2450,291.8689095
1960,40,20,700,70,40,100,100,13.13851155,15.9,74.88,2450,583.737819
1961,40,40,700,70,40,100,100,13.13851155,8.7,74.88,2450,1167.475638
1962,10,10,1000,70,40,100,100,12.08697433,28.4,74.88,5000,323.0088493
1963,10,20,1000,70,40,100,100,12.08697433,7.1,74.88,5000,646.0176986
1964,10,40,1000,70,40,100,100,12.08697433,10.9,74.88,5000,1292.035397
1965,20,10,1000,70,40,100,100,12.08697433,18.5,74.88,5000,323.0088493
1966,20,20,1000,70,40,100,100,12.08697433,10.4,74.88,5000,646.0176986
1967,20,40,1000,70,40,100,100,12.08697433,14.2,74.88,5000,1292.035397
1968,40,10,1000,70,40,100,100,12.08697433,21.8,74.88,5000,323.0088493
1969,40,20,1000,70,40,100,100,12.08697433,17,74.88,5000,646.0176986
1970,40,40,1000,70,40,100,100,12.08697433,20.8,74.88,5000,1292.035397
1971,10,10,1300,70,40,100,100,11.72171678,20.2,74.88,8450,330.5986283
1972,10,20,1300,70,40,100,100,11.72171678,27.2,74.88,8450,661.1972566
1973,10,40,1300,70,40,100,100,11.72171678,41.2,74.88,8450,1322.394513
1974,20,10,1300,70,40,100,100,11.72171678,33.4,74.88,8450,330.5986283
1975,20,20,1300,70,40,100,100,11.72171678,40.4,74.88,8450,661.1972566
1976,20,40,1300,70,40,100,100,11.72171678,54.4,74.88,8450,1322.394513
1977,40,10,1300,70,40,100,100,11.72171678,13.6,74.88,8450,330.5986283
1978,40,20,1300,70,40,100,100,11.72171678,20.6,74.88,8450,661.1972566
1979,40,40,1300,70,40,100,100,11.72171678,34.6,74.88,8450,1322.394513
1980,10,10,400,70,70,70,100,9.956470417,14.4,72.72,800,187.3510324
1981,10,20,400,70,70,70,100,9.956470417,19.6,72.72,800,374.7020647
1982,10,40,400,70,70,70,100,9.956470417,4.9,72.72,800,749.4041294
1983,20,10,400,70,70,70,100,9.956470417,7.5,72.72,800,187.3510324
1984,20,20,400,70,70,70,100,9.956470417,12.7,72.72,800,374.7020647
1985,20,40,400,70,70,70,100,9.956470417,7.2,72.72,800,749.4041294
1986,40,10,400,70,70,70,100,9.956470417,9.8,72.72,800,187.3510324
1987,40,20,400,70,70,70,100,9.956470417,15,72.72,800,374.7020647
1988,40,40,400,70,70,70,100,9.956470417,11.8,72.72,800,749.4041294
1989,10,10,700,70,70,70,100,12.51929916,15.8,72.72,2450,276.9982439
1990,10,20,700,70,70,70,100,12.51929916,8.5,72.72,2450,553.9964878
1991,10,40,700,70,70,70,100,12.51929916,11.8,72.72,2450,1107.992976
1992,20,10,700,70,70,70,100,12.51929916,18.4,72.72,2450,276.9982439
1993,20,20,700,70,70,70,100,12.51929916,13.7,72.72,2450,553.9964878
1994,20,40,700,70,70,70,100,12.51929916,17,72.72,2450,1107.992976
1995,40,10,700,70,70,70,100,12.51929916,23.6,72.72,2450,276.9982439
1996,40,20,700,70,70,70,100,12.51929916,5.9,72.72,2450,553.9964878
1997,40,40,700,70,70,70,100,12.51929916,9.2,72.72,2450,1107.992976
1998,10,10,1000,70,70,70,100,11.63689547,16.8,72.72,5000,305.2774667
1999,10,20,1000,70,70,70,100,11.63689547,20.4,72.72,5000,610.5549335
2000,10,40,1000,70,70,70,100,11.63689547,27.6,72.72,5000,1221.109867
2001,20,10,1000,70,70,70,100,11.63689547,6.9,72.72,5000,305.2774667
2002,20,20,1000,70,70,70,100,11.63689547,10.5,72.72,5000,610.5549335
2003,20,40,1000,70,70,70,100,11.63689547,17.7,72.72,5000,1221.109867
2004,40,10,1000,70,70,70,100,11.63689547,10.2,72.72,5000,305.2774667
2005,40,20,1000,70,70,70,100,11.63689547,13.8,72.72,5000,610.5549335
2006,40,40,1000,70,70,70,100,11.63689547,21,72.72,5000,1221.109867
2007,10,10,1300,70,70,70,100,11.17332413,18.3,72.72,8450,312.8858901
2008,10,20,1300,70,70,70,100,11.17332413,30.3,72.72,8450,625.7717802
2009,10,40,1300,70,70,70,100,11.17332413,18.6,72.72,8450,1251.54356
2010,20,10,1300,70,70,70,100,11.17332413,24.6,72.72,8450,312.8858901
2011,20,20,1300,70,70,70,100,11.17332413,36.6,72.72,8450,625.7717802
2012,20,40,1300,70,70,70,100,11.17332413,31.2,72.72,8450,1251.54356
2013,40,10,1300,70,70,70,100,11.17332413,37.2,72.72,8450,312.8858901
2014,40,20,1300,70,70,70,100,11.17332413,49.2,72.72,8450,625.7717802
2015,40,40,1300,70,70,70,100,11.17332413,12.3,72.72,8450,1251.54356
2016,10,10,400,70,100,40,100,9.278582316,15.2,70.56,800,176.2980201
2017,10,20,400,70,100,40,100,9.278582316,11.5,70.56,800,352.5960402
2018,10,40,400,70,100,40,100,9.278582316,14.2,70.56,800,705.1920803
2019,20,10,400,70,100,40,100,9.278582316,19.6,70.56,800,176.2980201
2020,20,20,400,70,100,40,100,9.278582316,4.9,70.56,800,352.5960402
2021,20,40,400,70,100,40,100,9.278582316,7.6,70.56,800,705.1920803
2022,40,10,400,70,100,40,100,9.278582316,13,70.56,800,176.2980201
2023,40,20,400,70,100,40,100,9.278582316,7.1,70.56,800,352.5960402
2024,40,40,400,70,100,40,100,9.278582316,9.8,70.56,800,705.1920803
2025,10,10,700,70,100,40,100,11.86609814,5.6,70.56,2450,260.5853402
2026,10,20,700,70,100,40,100,11.86609814,8.7,70.56,2450,521.1706804
2027,10,40,700,70,100,40,100,11.86609814,14.9,70.56,2450,1042.341361
2028,20,10,700,70,100,40,100,11.86609814,8.1,70.56,2450,260.5853402
2029,20,20,700,70,100,40,100,11.86609814,11.2,70.56,2450,521.1706804
2030,20,40,700,70,100,40,100,11.86609814,17.4,70.56,2450,1042.341361
2031,40,10,700,70,100,40,100,11.86609814,13.1,70.56,2450,260.5853402
2032,40,20,700,70,100,40,100,11.86609814,16.2,70.56,2450,521.1706804
2033,40,40,700,70,100,40,100,11.86609814,22.4,70.56,2450,1042.341361
2034,10,10,1000,70,100,40,100,10.69452174,13.4,70.56,5000,289.235727
2035,10,20,1000,70,100,40,100,10.69452174,20.6,70.56,5000,578.4714539
2036,10,40,1000,70,100,40,100,10.69452174,16,70.56,5000,1156.942908
2037,20,10,1000,70,100,40,100,10.69452174,19.6,70.56,5000,289.235727
2038,20,20,1000,70,100,40,100,10.69452174,26.8,70.56,5000,578.4714539
2039,20,40,1000,70,100,40,100,10.69452174,6.7,70.56,5000,1156.942908
2040,40,10,1000,70,100,40,100,10.69452174,10.3,70.56,5000,289.235727
2041,40,20,1000,70,100,40,100,10.69452174,17.5,70.56,5000,578.4714539
2042,40,40,1000,70,100,40,100,10.69452174,9.8,70.56,5000,1156.942908
2043,10,10,1300,70,100,40,100,10.51338616,51.2,70.56,8450,295.3049911
2044,10,20,1300,70,100,40,100,10.51338616,12.8,70.56,8450,590.6099821
2045,10,40,1300,70,100,40,100,10.51338616,19.5,70.56,8450,1181.219964
2046,20,10,1300,70,100,40,100,10.51338616,32.9,70.56,8450,295.3049911
2047,20,20,1300,70,100,40,100,10.51338616,18.9,70.56,8450,590.6099821
2048,20,40,1300,70,100,40,100,10.51338616,25.6,70.56,8450,1181.219964
2049,40,10,1300,70,100,40,100,10.51338616,39,70.56,8450,295.3049911
2050,40,20,1300,70,100,40,100,10.51338616,31.1,70.56,8450,590.6099821
2051,40,40,1300,70,100,40,100,10.51338616,37.8,70.56,8450,1181.219964
2052,10,10,400,40,10,40,400,12.17780501,11.5,94.32,800,253.4667056
2053,10,20,400,40,10,40,400,12.17780501,14.2,94.32,800,506.9334111
2054,10,40,400,40,10,40,400,12.17780501,19.6,94.32,800,1013.866822
2055,20,10,400,40,10,40,400,12.17780501,20.3,94.32,800,253.4667056
2056,20,20,400,40,10,40,400,12.17780501,23,94.32,800,506.9334111
2057,20,40,400,40,10,40,400,12.17780501,28.4,94.32,800,1013.866822
2058,40,10,400,40,10,40,400,12.17780501,7.1,94.32,800,253.4667056
2059,40,20,400,40,10,40,400,12.17780501,9.8,94.32,800,506.9334111
2060,40,40,400,40,10,40,400,12.17780501,15.2,94.32,800,1013.866822
2061,10,10,700,40,10,40,400,13.87694157,24.8,94.32,2450,409.8111545
2062,10,20,700,40,10,40,400,13.87694157,31.2,94.32,2450,819.622309
2063,10,40,700,40,10,40,400,13.87694157,7.8,94.32,2450,1639.244618
2064,20,10,700,40,10,40,400,13.87694157,11,94.32,2450,409.8111545
2065,20,20,700,40,10,40,400,13.87694157,17.4,94.32,2450,819.622309
2066,20,40,700,40,10,40,400,13.87694157,12.4,94.32,2450,1639.244618
2067,40,10,700,40,10,40,400,13.87694157,15.6,94.32,2450,409.8111545
2068,40,20,700,40,10,40,400,13.87694157,22,94.32,2450,819.622309
2069,40,40,700,40,10,40,400,13.87694157,21.6,94.32,2450,1639.244618
2070,10,10,1000,40,10,40,400,12.66984266,20.9,94.32,5000,463.9899058
2071,10,20,1000,40,10,40,400,12.66984266,15.9,94.32,5000,927.9798115
2072,10,40,1000,40,10,40,400,12.66984266,19.6,94.32,5000,1855.959623
2073,20,10,1000,40,10,40,400,12.66984266,27,94.32,5000,463.9899058
2074,20,20,1000,40,10,40,400,12.66984266,28.1,94.32,5000,927.9798115
2075,20,40,1000,40,10,40,400,12.66984266,31.8,94.32,5000,1855.959623
2076,40,10,1000,40,10,40,400,12.66984266,39.2,94.32,5000,463.9899058
2077,40,20,1000,40,10,40,400,12.66984266,9.8,94.32,5000,927.9798115
2078,40,40,1000,40,10,40,400,12.66984266,13.5,94.32,5000,1855.959623
2079,10,10,1300,40,10,40,400,12.26690982,52.3,94.32,8450,477.0233126
2080,10,20,1300,40,10,40,400,12.26690982,58.6,94.32,8450,954.0466252
2081,10,40,1300,40,10,40,400,12.26690982,71.2,94.32,8450,1908.09325
2082,20,10,1300,40,10,40,400,12.26690982,17.8,94.32,8450,477.0233126
2083,20,20,1300,40,10,40,400,12.26690982,24.1,94.32,8450,954.0466252
2084,20,40,1300,40,10,40,400,12.26690982,36.7,94.32,8450,1908.09325
2085,40,10,1300,40,10,40,400,12.26690982,29.3,94.32,8450,477.0233126
2086,40,20,1300,40,10,40,400,12.26690982,35.6,94.32,8450,954.0466252
2087,40,40,1300,40,10,40,400,12.26690982,48.2,94.32,8450,1908.09325
2088,10,10,400,40,40,10,400,12.77788022,9.1,92.16,800,246.2635754
2089,10,20,400,40,40,10,400,12.77788022,14.1,92.16,800,492.5271507
2090,10,40,400,40,40,10,400,12.77788022,10.7,92.16,800,985.0543015
2091,20,10,400,40,40,10,400,12.77788022,13.2,92.16,800,246.2635754
2092,20,20,400,40,40,10,400,12.77788022,18.2,92.16,800,492.5271507
2093,20,40,400,40,40,10,400,12.77788022,18.9,92.16,800,985.0543015
2094,40,10,400,40,40,10,400,12.77788022,21.4,92.16,800,246.2635754
2095,40,20,400,40,40,10,400,12.77788022,26.4,92.16,800,492.5271507
2096,40,40,400,40,40,10,400,12.77788022,6.6,92.16,800,985.0543015
2097,10,10,700,40,40,10,400,14.56533131,21.6,92.16,2450,403.4153558
2098,10,20,700,40,40,10,400,14.56533131,20.8,92.16,2450,806.8307116
2099,10,40,700,40,40,10,400,14.56533131,24,92.16,2450,1613.661423
2100,20,10,700,40,40,10,400,14.56533131,30.4,92.16,2450,403.4153558
2101,20,20,700,40,40,10,400,14.56533131,7.6,92.16,2450,806.8307116
2102,20,40,700,40,40,10,400,14.56533131,10.8,92.16,2450,1613.661423
2103,40,10,700,40,40,10,400,14.56533131,17.2,92.16,2450,403.4153558
2104,40,20,700,40,40,10,400,14.56533131,12,92.16,2450,806.8307116
2105,40,40,700,40,40,10,400,14.56533131,15.2,92.16,2450,1613.661423
2106,10,10,1000,40,40,10,400,13.28070663,9.1,92.16,5000,454.174107
2107,10,20,1000,40,40,10,400,13.28070663,12.9,92.16,5000,908.348214
2108,10,40,1000,40,40,10,400,13.28070663,20.5,92.16,5000,1816.696428
2109,20,10,1000,40,40,10,400,13.28070663,14.4,92.16,5000,454.174107
2110,20,20,1000,40,40,10,400,13.28070663,18.2,92.16,5000,908.348214
2111,20,40,1000,40,40,10,400,13.28070663,25.8,92.16,5000,1816.696428
2112,40,10,1000,40,40,10,400,13.28070663,25,92.16,5000,454.174107
2113,40,20,1000,40,40,10,400,13.28070663,28.8,92.16,5000,908.348214
2114,40,40,1000,40,40,10,400,13.28070663,36.4,92.16,5000,1816.696428
2115,10,10,1300,40,40,10,400,12.96861716,38.8,92.16,8450,466.8676817
2116,10,20,1300,40,40,10,400,12.96861716,53.2,92.16,8450,933.7353635
2117,10,40,1300,40,40,10,400,12.96861716,56,92.16,8450,1867.470727
2118,20,10,1300,40,40,10,400,12.96861716,63.2,92.16,8450,466.8676817
2119,20,20,1300,40,40,10,400,12.96861716,77.6,92.16,8450,933.7353635
2120,20,40,1300,40,40,10,400,12.96861716,19.4,92.16,8450,1867.470727
2121,40,10,1300,40,40,10,400,12.96861716,26.6,92.16,8450,466.8676817
2122,40,20,1300,40,40,10,400,12.96861716,41,92.16,8450,933.7353635
2123,40,40,1300,40,40,10,400,12.96861716,31.6,92.16,8450,1867.470727
2124,10,10,400,40,100,100,100,8.815811869,22.4,77.04,800,194.1472457
2125,10,20,400,40,100,100,100,8.815811869,5.6,77.04,800,388.2944915
2126,10,40,400,40,100,100,100,8.815811869,8.3,77.04,800,776.5889829
2127,20,10,400,40,100,100,100,8.815811869,13.7,77.04,800,194.1472457
2128,20,20,400,40,100,100,100,8.815811869,8.5,77.04,800,388.2944915
