,Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
5069,10,40,600,40,20,40,500,9.892440591,11.11679247,97.56,1800,1092.844923
5070,20,10,600,40,20,40,500,9.892440591,14.17553891,97.56,1800,273.2112307
5071,20,20,600,40,20,40,500,9.892440591,20.2930318,97.56,1800,546.4224614
5072,20,40,600,40,20,40,500,9.892440591,19.1748385,97.56,1800,1092.844923
5073,40,10,600,40,20,40,500,9.892440591,22.23358494,97.56,1800,273.2112307
5074,40,20,600,40,20,40,500,9.892440591,28.35107782,97.56,1800,546.4224614
5075,40,40,600,40,20,40,500,9.892440591,35.29093055,97.56,1800,1092.844923
5076,10,10,700,40,20,40,500,10.40433895,21.19115948,97.56,2450,345.4341839
5077,10,20,700,40,20,40,500,10.40433895,19.88099809,97.56,2450,690.8683678
5078,10,40,700,40,20,40,500,10.40433895,23.0954725,97.56,2450,1381.736736
5079,20,10,700,40,20,40,500,10.40433895,29.52442132,97.56,2450,345.4341839
5080,20,20,700,40,20,40,500,10.40433895,36.54752178,97.56,2450,690.8683678
5081,20,40,700,40,20,40,500,10.40433895,39.76199619,97.56,2450,1381.736736
5082,40,10,700,40,20,40,500,10.40433895,46.190945,97.56,2450,345.4341839
5083,40,20,700,40,20,40,500,10.40433895,11.54773625,97.56,2450,690.8683678
5084,40,40,700,40,20,40,500,10.40433895,14.76221066,97.56,2450,1381.736736
5085,10,10,500,40,40,20,500,9.59619464,34.70577166,96.12,1250,236.5498684
5086,10,20,500,40,40,20,500,9.59619464,37.67083453,96.12,1250,473.0997368
5087,10,40,500,40,40,20,500,9.59619464,43.60096028,96.12,1250,946.1994735
5088,20,10,500,40,40,20,500,9.59619464,10.90024007,96.12,1250,236.5498684
5089,20,20,500,40,40,20,500,9.59619464,13.86530295,96.12,1250,473.0997368
5090,20,40,500,40,40,20,500,9.59619464,19.7954287,96.12,1250,946.1994735
5091,40,10,500,40,40,20,500,9.59619464,18.83541727,96.12,1250,236.5498684
5092,40,20,500,40,40,20,500,9.59619464,21.80048014,96.12,1250,473.0997368
5093,40,40,500,40,40,20,500,9.59619464,27.73060589,96.12,1250,946.1994735
5094,10,10,600,40,40,20,500,11.09690044,14.15690681,96.12,1800,287.9245587
5095,10,20,600,40,40,20,500,11.09690044,20.26450712,96.12,1800,575.8491173
5096,10,40,600,40,40,20,500,11.09690044,19.15241316,96.12,1800,1151.698235
5097,20,10,600,40,40,20,500,11.09690044,22.20621331,96.12,1800,287.9245587
5098,20,20,600,40,40,20,500,11.09690044,28.31381362,96.12,1800,575.8491173
5099,20,40,600,40,40,20,500,11.09690044,35.25102616,96.12,1800,1151.698235
5100,40,10,600,40,40,20,500,11.09690044,38.30482632,96.12,1800,287.9245587
5101,40,20,600,40,40,20,500,11.09690044,44.41242662,96.12,1800,575.8491173
5102,40,40,600,40,40,20,500,11.09690044,11.10310666,96.12,1800,1151.698235
5103,10,10,700,40,40,20,500,10.922783,28.631502,96.12,2450,349.7232653
5104,10,20,700,40,40,20,500,10.922783,35.38756478,96.12,2450,699.4465307
5105,10,40,700,40,40,20,500,10.922783,38.51262752,96.12,2450,1398.893061
5106,20,10,700,40,40,20,500,10.922783,44.76275302,96.12,2450,349.7232653
5107,20,20,700,40,40,20,500,10.922783,11.19068825,96.12,2450,699.4465307
5108,20,40,700,40,40,20,500,10.922783,14.315751,96.12,2450,1398.893061
5109,40,10,700,40,40,20,500,10.922783,20.56587649,96.12,2450,349.7232653
5110,40,20,700,40,40,20,500,10.922783,19.25631376,96.12,2450,699.4465307
5111,40,40,700,40,40,20,500,10.922783,22.38137651,96.12,2450,1398.893061
5112,10,10,500,20,40,60,500,7.552326271,11.79897196,100.44,1250,236.1682079
5113,10,20,500,20,40,60,500,7.552326271,14.8239358,100.44,1250,472.3364157
5114,10,40,500,20,40,60,500,7.552326271,20.87386349,100.44,1250,944.6728314
5115,20,10,500,20,40,60,500,7.552326271,20.57298007,100.44,1250,236.1682079
5116,20,20,500,20,40,60,500,7.552326271,23.59794392,100.44,1250,472.3364157
5117,20,40,500,20,40,60,500,7.552326271,29.6478716,100.44,1250,944.6728314
5118,40,10,500,20,40,60,500,7.552326271,38.1209963,100.44,1250,236.1682079
5119,40,20,500,20,40,60,500,7.552326271,41.14596015,100.44,1250,472.3364157
5120,40,40,500,20,40,60,500,7.552326271,47.19588783,100.44,1250,944.6728314
5121,10,10,600,20,40,60,500,8.870660438,24.08197089,100.44,1800,270.2751823
5122,10,20,600,20,40,60,500,8.870660438,30.10564521,100.44,1800,540.5503645
5123,10,40,600,20,40,60,500,8.870660438,39.12843031,100.44,1800,1081.100729
5124,20,10,600,20,40,60,500,8.870660438,42.14026747,100.44,1800,270.2751823
5125,20,20,600,20,40,60,500,8.870660438,48.16394178,100.44,1800,540.5503645
5126,20,40,600,20,40,60,500,8.870660438,12.04098545,100.44,1800,1081.100729
5127,40,10,600,20,40,60,500,8.870660438,15.05282261,100.44,1800,270.2751823
5128,40,20,600,20,40,60,500,8.870660438,21.07649692,100.44,1800,540.5503645
5129,40,40,600,20,40,60,500,8.870660438,21.07013373,100.44,1800,1081.100729
5130,10,10,700,20,40,60,500,9.029680944,48.55520568,100.44,2450,315.6421133
5131,10,20,700,20,40,60,500,9.029680944,12.13880142,100.44,2450,631.2842266
5132,10,40,700,20,40,60,500,9.029680944,15.24704072,100.44,2450,1262.568453
5133,20,10,700,20,40,60,500,9.029680944,21.46351933,100.44,2450,315.6421133
5134,20,20,700,20,40,60,500,9.029680944,21.16936354,100.44,2450,631.2842266
5135,20,40,700,20,40,60,500,9.029680944,24.27760284,100.44,2450,1262.568453
5136,40,10,700,20,40,60,500,9.029680944,30.49408145,100.44,2450,315.6421133
5137,40,20,700,20,40,60,500,9.029680944,39.23048778,100.44,2450,631.2842266
5138,40,40,700,20,40,60,500,9.029680944,42.33872708,100.44,2450,1262.568453
5139,10,10,500,20,60,40,500,8.255476933,20.14581625,99,1250,236.1082258
5140,10,20,500,20,60,40,500,8.255476933,22.97114473,99,1250,472.2164515
5141,10,40,500,20,60,40,500,8.255476933,28.62180169,99,1250,944.4329031
5142,20,10,500,20,60,40,500,8.255476933,37.46630402,99,1250,236.1082258
5143,20,20,500,20,60,40,500,8.255476933,40.2916325,99,1250,472.2164515
5144,20,40,500,20,60,40,500,8.255476933,45.94228946,99,1250,944.4329031
5145,40,10,500,20,60,40,500,8.255476933,11.48557237,99,1250,236.1082258
5146,40,20,500,20,60,40,500,8.255476933,14.31090084,99,1250,472.2164515
5147,40,40,500,20,60,40,500,8.255476933,19.9615578,99,1250,944.4329031
5148,10,10,600,20,60,40,500,9.807735678,41.61430787,99,1800,276.1907409
5149,10,20,600,20,60,40,500,9.807735678,47.58709648,99,1800,552.3814817
5150,10,40,600,20,60,40,500,9.807735678,11.89677412,99,1800,1104.762963
5151,20,10,600,20,60,40,500,9.807735678,14.88316843,99,1800,276.1907409
5152,20,20,600,20,60,40,500,9.807735678,20.85595704,99,1800,552.3814817
5153,20,40,600,20,60,40,500,9.807735678,20.80715394,99,1800,1104.762963
5154,40,10,600,20,60,40,500,9.807735678,23.79354824,99,1800,276.1907409
5155,40,20,600,20,60,40,500,9.807735678,29.76633685,99,1800,552.3814817
5156,40,40,600,20,60,40,500,9.807735678,38.62791357,99,1800,1104.762963
5157,10,10,700,20,60,40,500,10.39412839,21.14006719,99,2450,320.6713416
5158,10,20,700,20,60,40,500,10.39412839,20.8131506,99,2450,641.3426833
5159,10,40,700,20,60,40,500,10.39412839,23.87986257,99,2450,1282.685367
5160,20,10,700,20,60,40,500,10.39412839,30.01328651,99,2450,320.6713416
5161,20,20,700,20,60,40,500,10.39412839,38.55958923,99,2450,641.3426833
5162,20,40,700,20,60,40,500,10.39412839,41.6263012,99,2450,1282.685367
5163,40,10,700,20,60,40,500,10.39412839,47.75972514,99,2450,320.6713416
5164,40,20,700,20,60,40,500,10.39412839,11.93993128,99,2450,641.3426833
5165,40,40,700,20,60,40,500,10.39412839,15.00664325,99,2450,1282.685367
5166,10,10,500,60,20,20,500,8.725074319,35.62886165,97.56,1250,236.1055256
5167,10,20,500,60,20,20,500,8.725074319,38.60466898,97.56,1250,472.2110512
5168,10,40,500,60,20,20,500,8.725074319,44.55628365,97.56,1250,944.4221024
5169,20,10,500,60,20,20,500,8.725074319,11.13907091,97.56,1250,236.1055256
5170,20,20,500,60,20,20,500,8.725074319,14.11487825,97.56,1250,472.2110512
5171,20,40,500,60,20,20,500,8.725074319,20.06649292,97.56,1250,944.4221024
5172,40,10,500,60,20,20,500,8.725074319,19.30233449,97.56,1250,236.1055256
5173,40,20,500,60,20,20,500,8.725074319,22.27814183,97.56,1250,472.2110512
5174,40,40,500,60,20,20,500,8.725074319,28.2297565,97.56,1250,944.4221024
5175,10,10,600,60,20,20,500,9.731409561,14.30441264,97.56,1800,274.5223917
5176,10,20,600,60,20,20,500,9.731409561,20.51336587,97.56,1800,549.0447834
5177,10,40,600,60,20,20,500,9.731409561,19.29539543,97.56,1800,1098.089567
5178,20,10,600,60,20,20,500,9.731409561,22.39987204,97.56,1800,274.5223917
5179,20,20,600,60,20,20,500,9.731409561,28.60882527,97.56,1800,549.0447834
5180,20,40,600,60,20,20,500,9.731409561,35.48631424,97.56,1800,1098.089567
5181,40,10,600,60,20,20,500,9.731409561,38.59079086,97.56,1800,274.5223917
5182,40,20,600,60,20,20,500,9.731409561,44.79974409,97.56,1800,549.0447834
5183,40,40,600,60,20,20,500,9.731409561,11.19993602,97.56,1800,1098.089567
5184,10,10,700,60,20,20,500,10.62542053,29.99946035,97.56,2450,350.7245031
5185,10,20,700,60,20,20,500,10.62542053,36.94609154,97.56,2450,701.4490062
5186,10,40,700,60,20,20,500,10.62542053,40.23935284,97.56,2450,1402.898012
5187,20,10,700,60,20,20,500,10.62542053,46.82587546,97.56,2450,350.7245031
5188,20,20,700,60,20,20,500,10.62542053,11.70646887,97.56,2450,701.4490062
5189,20,40,700,60,20,20,500,10.62542053,14.99973017,97.56,2450,1402.898012
5190,40,10,700,60,20,20,500,10.62542053,21.58625279,97.56,2450,350.7245031
5191,40,20,700,60,20,20,500,10.62542053,20.11967642,97.56,2450,701.4490062
5192,40,40,700,60,20,20,500,10.62542053,23.41293773,97.56,2450,1402.898012
5193,10,10,500,40,20,60,500,7.093858401,12.10349244,101.88,1250,235.4884243
5194,10,20,500,40,20,60,500,7.093858401,15.11976129,101.88,1250,470.9768486
5195,10,40,500,40,20,60,500,7.093858401,21.15229897,101.88,1250,941.9536973
5196,20,10,500,40,20,60,500,7.093858401,21.19071605,101.88,1250,235.4884243
5197,20,20,500,40,20,60,500,7.093858401,24.20698489,101.88,1250,470.9768486
5198,20,40,500,40,20,60,500,7.093858401,30.23952257,101.88,1250,941.9536973
5199,40,10,500,40,20,60,500,7.093858401,39.36516325,101.88,1250,235.4884243
5200,40,20,500,40,20,60,500,7.093858401,42.38143209,101.88,1250,470.9768486
5201,40,40,500,40,20,60,500,7.093858401,48.41396978,101.88,1250,941.9536973
5202,10,10,600,40,20,60,500,8.242358291,24.56024202,101.88,1800,268.1610176
5203,10,20,600,40,20,60,500,8.242358291,30.66717969,101.88,1800,536.3220352
5204,10,40,600,40,20,60,500,8.242358291,39.96007753,101.88,1800,1072.64407
5205,20,10,600,40,20,60,500,8.242358291,43.01354636,101.88,1800,268.1610176
5206,20,20,600,40,20,60,500,8.242358291,49.12048404,101.88,1800,536.3220352
5207,20,40,600,40,20,60,500,8.242358291,12.28012101,101.88,1800,1072.64407
5208,40,10,600,40,20,60,500,8.242358291,15.33358985,101.88,1800,268.1610176
5209,40,20,600,40,20,60,500,8.242358291,21.44052752,101.88,1800,536.3220352
5210,40,40,600,40,20,60,500,8.242358291,21.50677318,101.88,1800,1072.64407
5211,10,10,700,40,20,60,500,8.393027643,50.9962183,101.88,2450,315.489489
5212,10,20,700,40,20,60,500,8.393027643,12.74905457,101.88,2450,630.978978
5213,10,40,700,40,20,60,500,8.393027643,15.95393152,101.88,2450,1261.957956
5214,20,10,700,40,20,60,500,8.393027643,22.36368541,101.88,2450,315.489489
5215,20,20,700,40,20,60,500,8.393027643,22.29323221,101.88,2450,630.978978
5216,20,40,700,40,20,60,500,8.393027643,25.49810915,101.88,2450,1261.957956
5217,40,10,700,40,20,60,500,8.393027643,31.90786304,101.88,2450,315.489489
5218,40,20,700,40,20,60,500,8.393027643,41.38158747,101.88,2450,630.978978
5219,40,40,700,40,20,60,500,8.393027643,44.58646441,101.88,2450,1261.957956
5220,10,10,500,40,40,40,500,7.387707997,20.36225344,100.44,1250,236.687614
5221,10,20,500,40,40,40,500,7.387707997,23.25274504,100.44,1250,473.3752281
5222,10,40,500,40,40,40,500,7.387707997,29.03372823,100.44,1250,946.7504562
5223,20,10,500,40,40,40,500,7.387707997,37.83401529,100.44,1250,236.687614
5224,20,20,500,40,40,40,500,7.387707997,40.72450689,100.44,1250,473.3752281
5225,20,40,500,40,40,40,500,7.387707997,46.50549008,100.44,1250,946.7504562
5226,40,10,500,40,40,40,500,7.387707997,11.62637252,100.44,1250,236.687614
5227,40,20,500,40,40,40,500,7.387707997,14.51686411,100.44,1250,473.3752281
5228,40,40,500,40,40,40,500,7.387707997,20.2978473,100.44,1250,946.7504562
5229,10,10,600,40,40,40,500,8.878558932,41.56146713,100.44,1800,270.2581157
5230,10,20,600,40,40,40,500,8.878558932,47.71307144,100.44,1800,540.5162314
5231,10,40,600,40,40,40,500,8.878558932,11.92826786,100.44,1800,1081.032463
5232,20,10,600,40,40,40,500,8.878558932,15.00407002,100.44,1800,270.2581157
5233,20,20,600,40,40,40,500,8.878558932,21.15567433,100.44,1800,540.5162314
5234,20,40,600,40,40,40,500,8.878558932,20.78073356,100.44,1800,1081.032463
5235,40,10,600,40,40,40,500,8.878558932,23.85653572,100.44,1800,270.2581157
5236,40,20,600,40,40,40,500,8.878558932,30.00814003,100.44,1800,540.5162314
5237,40,40,600,40,40,40,500,8.878558932,38.48566497,100.44,1800,1081.032463
5238,10,10,700,40,40,40,500,9.205152769,21.09620489,100.44,2450,324.430263
5239,10,20,700,40,40,40,500,9.205152769,21.05069954,100.44,2450,648.860526
5240,10,40,700,40,40,40,500,9.205152769,24.07094386,100.44,2450,1297.721052
5241,20,10,700,40,40,40,500,9.205152769,30.11143249,100.44,2450,324.430263
5242,20,20,700,40,40,40,500,9.205152769,39.08115476,100.44,2450,648.860526
5243,20,40,700,40,40,40,500,9.205152769,42.10139907,100.44,2450,1297.721052
5244,40,10,700,40,40,40,500,9.205152769,48.14188771,100.44,2450,324.430263
5245,40,20,700,40,40,40,500,9.205152769,12.03547193,100.44,2450,648.860526
5246,40,40,700,40,40,40,500,9.205152769,15.05571625,100.44,2450,1297.721052
5247,10,10,500,40,60,20,500,9.277498322,38.13779185,99,1250,232.2807474
5248,10,20,500,40,60,20,500,9.277498322,41.07868785,99,1250,464.5614948
5249,10,40,500,40,60,20,500,9.277498322,46.96047984,99,1250,929.1229895
5250,20,10,500,40,60,20,500,9.277498322,11.74011996,99,1250,232.2807474
5251,20,20,500,40,60,20,500,9.277498322,14.68101595,99,1250,464.5614948
5252,20,40,500,40,60,20,500,9.277498322,20.56280794,99,1250,929.1229895
5253,40,10,500,40,60,20,500,9.277498322,20.53934392,99,1250,232.2807474
5254,40,20,500,40,60,20,500,9.277498322,23.48023992,99,1250,464.5614948
5255,40,40,500,40,60,20,500,9.277498322,29.36203191,99,1250,929.1229895
5256,10,10,600,40,60,20,500,9.97627984,15.10965733,99,1800,285.4299717
5257,10,20,600,40,60,20,500,9.97627984,21.40179135,99,1800,570.8599434
5258,10,40,600,40,60,20,500,9.97627984,20.78111361,99,1800,1141.719887
5259,20,10,600,40,60,20,500,9.97627984,23.92718063,99,1800,285.4299717
5260,20,20,600,40,60,20,500,9.97627984,30.21931465,99,1800,570.8599434
5261,20,40,600,40,60,20,500,9.97627984,38.41616022,99,1800,1141.719887
5262,40,10,600,40,60,20,500,9.97627984,41.56222723,99,1800,285.4299717
5263,40,20,600,40,60,20,500,9.97627984,47.85436125,99,1800,570.8599434
5264,40,40,600,40,60,20,500,9.97627984,11.96359031,99,1800,1141.719887
5265,10,10,700,40,60,20,500,10.25513522,29.92891544,99,2450,328.2133229
5266,10,20,700,40,60,20,500,10.25513522,38.1412556,99,2450,656.4266458
5267,10,40,700,40,60,20,500,10.25513522,41.24362349,99,2450,1312.853292
5268,20,10,700,40,60,20,500,10.25513522,47.44835929,99,2450,328.2133229
5269,20,20,700,40,60,20,500,10.25513522,11.86208982,99,2450,656.4266458
5270,20,40,700,40,60,20,500,10.25513522,14.96445772,99,2450,1312.853292
5271,40,10,700,40,60,20,500,10.25513522,21.16919351,99,2450,328.2133229
5272,40,20,700,40,60,20,500,10.25513522,20.62181175,99,2450,656.4266458
5273,40,40,700,40,60,20,500,10.25513522,23.72417964,99,2450,1312.853292
5274,10,10,500,20,60,60,500,6.318038816,12.68944814,103.32,1250,233.0286252
5275,10,20,500,20,60,60,500,6.318038816,15.62175793,103.32,1250,466.0572505
5276,10,40,500,20,60,60,500,6.318038816,21.4863775,103.32,1250,932.114501
5277,20,10,500,20,60,60,500,6.318038816,22.4465865,103.32,1250,233.0286252
5278,20,20,500,20,60,60,500,6.318038816,25.37889628,103.32,1250,466.0572505
5279,20,40,500,20,60,60,500,6.318038816,31.24351585,103.32,1250,932.114501
5280,40,10,500,20,60,60,500,6.318038816,41.96086321,103.32,1250,233.0286252
5281,40,20,500,20,60,60,500,6.318038816,44.893173,103.32,1250,466.0572505
5282,40,40,500,20,60,60,500,6.318038816,50.75779257,103.32,1250,932.114501
5283,10,10,600,20,60,60,500,7.708761543,25.43846575,103.32,1800,266.6010374
5284,10,20,600,20,60,60,500,7.708761543,31.46283193,103.32,1800,533.2020748
5285,10,40,600,20,60,60,500,7.708761543,41.84038223,103.32,1800,1066.40415
5286,20,10,600,20,60,60,500,7.708761543,44.85256532,103.32,1800,266.6010374
5287,20,20,600,20,60,60,500,7.708761543,50.8769315,103.32,1800,533.2020748
5288,20,40,600,20,60,60,500,7.708761543,12.71923288,103.32,1800,1066.40415
5289,40,10,600,20,60,60,500,7.708761543,15.73141596,103.32,1800,266.6010374
5290,40,20,600,20,60,60,500,7.708761543,21.75578214,103.32,1800,533.2020748
5291,40,40,600,20,60,60,500,7.708761543,22.42628266,103.32,1800,1066.40415
5292,10,10,700,20,60,60,500,8.848799388,51.82837814,103.32,2450,309.1727016
5293,10,20,700,20,60,60,500,8.848799388,12.95709454,103.32,2450,618.3454032
5294,10,40,700,20,60,60,500,8.848799388,16.07666912,103.32,2450,1236.690806
5295,20,10,700,20,60,60,500,8.848799388,22.31581829,103.32,2450,309.1727016
5296,20,20,700,20,60,60,500,8.848799388,22.79461449,103.32,2450,618.3454032
5297,20,40,700,20,60,60,500,8.848799388,25.91418907,103.32,2450,1236.690806
5298,40,10,700,20,60,60,500,8.848799388,32.15333824,103.32,2450,309.1727016
5299,40,20,700,20,60,60,500,8.848799388,42.46965439,103.32,2450,618.3454032
5300,40,40,700,20,60,60,500,8.848799388,45.58922897,103.32,2450,1236.690806
5301,10,10,500,60,20,40,500,7.572281497,21.13396882,101.88,1250,234.7381962
5302,10,20,500,60,20,40,500,7.572281497,24.06225043,101.88,1250,469.4763923
5303,10,40,500,60,20,40,500,7.572281497,29.91881366,101.88,1250,938.9527846
5304,20,10,500,60,20,40,500,7.572281497,39.33965602,101.88,1250,234.7381962
5305,20,20,500,60,20,40,500,7.572281497,42.26793763,101.88,1250,469.4763923
5306,20,40,500,60,20,40,500,7.572281497,48.12450086,101.88,1250,938.9527846
5307,40,10,500,60,20,40,500,7.572281497,12.03112522,101.88,1250,234.7381962
5308,40,20,500,60,20,40,500,7.572281497,14.95940683,101.88,1250,469.4763923
5309,40,40,500,60,20,40,500,7.572281497,20.81597006,101.88,1250,938.9527846
5310,10,10,600,60,20,40,500,8.153882638,42.99698251,101.88,1800,265.6095638
5311,10,20,600,60,20,40,500,8.153882638,49.2615579,101.88,1800,531.2191277
5312,10,40,600,60,20,40,500,8.153882638,12.31538948,101.88,1800,1062.438255
5313,20,10,600,60,20,40,500,8.153882638,15.44767717,101.88,1800,265.6095638
5314,20,20,600,60,20,40,500,8.153882638,21.71225257,101.88,1800,531.2191277
5315,20,40,600,60,20,40,500,8.153882638,21.49849125,101.88,1800,1062.438255
5316,40,10,600,60,20,40,500,8.153882638,24.63077895,101.88,1800,265.6095638
5317,40,20,600,60,20,40,500,8.153882638,30.89535435,101.88,1800,531.2191277
5318,40,40,600,60,20,40,500,8.153882638,39.86469481,101.88,1800,1062.438255
5319,10,10,700,60,20,40,500,9.047405774,21.68847662,101.88,2450,331.5398894
5320,10,20,700,60,20,40,500,9.047405774,21.85575928,101.88,2450,663.0797789
5321,10,40,700,60,20,40,500,9.047405774,24.93021556,101.88,2450,1326.159558
5322,20,10,700,60,20,40,500,9.047405774,31.07912812,101.88,2450,331.5398894
5323,20,20,700,60,20,40,500,9.047405774,40.63706228,101.88,2450,663.0797789
5324,20,40,700,60,20,40,500,9.047405774,43.71151856,101.88,2450,1326.159558
5325,40,10,700,60,20,40,500,9.047405774,49.86043112,101.88,2450,331.5398894
5326,40,20,700,60,20,40,500,9.047405774,12.46510778,101.88,2450,663.0797789
5327,40,40,700,60,20,40,500,9.047405774,15.53956406,101.88,2450,1326.159558
5328,10,10,500,60,40,20,500,8.515491376,38.69384563,100.44,1250,232.0584712
5329,10,20,500,60,40,20,500,8.515491376,41.7166115,100.44,1250,464.1169424
5330,10,40,500,60,40,20,500,8.515491376,47.76214325,100.44,1250,928.2338847
5331,20,10,500,60,40,20,500,8.515491376,11.94053581,100.44,1250,232.0584712
5332,20,20,500,60,40,20,500,8.515491376,14.96330168,100.44,1250,464.1169424
5333,20,40,500,60,40,20,500,8.515491376,21.00883343,100.44,1250,928.2338847
5334,40,10,500,60,40,20,500,8.515491376,20.85830575,100.44,1250,232.0584712
5335,40,20,500,60,40,20,500,8.515491376,23.88107162,100.44,1250,464.1169424
5336,40,40,500,60,40,20,500,8.515491376,29.92660337,100.44,1250,928.2338847
5337,10,10,600,60,40,20,500,9.486227892,15.09837482,100.44,1800,269.1143928
5338,10,20,600,60,40,20,500,9.486227892,21.25417794,100.44,1800,538.2287857
5339,10,40,600,60,40,20,500,9.486227892,20.96304498,100.44,1800,1076.457571
5340,20,10,600,60,40,20,500,9.486227892,24.04094653,100.44,1800,269.1143928
5341,20,20,600,60,40,20,500,9.486227892,30.19674965,100.44,1800,538.2287857
5342,20,40,600,60,40,20,500,9.486227892,38.84818839,100.44,1800,1076.457571
5343,40,10,600,60,40,20,500,9.486227892,41.92608995,100.44,1800,269.1143928
5344,40,20,600,60,40,20,500,9.486227892,48.08189306,100.44,1800,538.2287857
5345,40,40,600,60,40,20,500,9.486227892,12.02047327,100.44,1800,1076.457571
5346,10,10,700,60,40,20,500,9.750817856,30.72915889,100.44,2450,336.5518715
5347,10,20,700,60,40,20,500,9.750817856,39.46509692,100.44,2450,673.103743
5348,10,40,700,60,40,20,500,9.750817856,42.60698561,100.44,2450,1346.207486
5349,20,10,700,60,40,20,500,9.750817856,48.890763,100.44,2450,336.5518715
5350,20,20,700,60,40,20,500,9.750817856,12.22269075,100.44,2450,673.103743
5351,20,40,700,60,40,20,500,9.750817856,15.36457944,100.44,2450,1346.207486
5352,40,10,700,60,40,20,500,9.750817856,21.64835683,100.44,2450,336.5518715
5353,40,20,700,60,40,20,500,9.750817856,21.3034928,100.44,2450,673.103743
5354,40,40,700,60,40,20,500,9.750817856,24.4453815,100.44,2450,1346.207486
5355,10,10,500,40,40,60,500,6.468892925,13.12203295,104.76,1250,231.1102741
5356,10,20,500,40,40,60,500,6.468892925,16.04573108,104.76,1250,462.2205483
5357,10,40,500,40,40,60,500,6.468892925,21.89312734,104.76,1250,924.4410966
5358,20,10,500,40,40,60,500,6.468892925,23.32036777,104.76,1250,231.1102741
5359,20,20,500,40,40,60,500,6.468892925,26.2440659,104.76,1250,462.2205483
5360,20,40,500,40,40,60,500,6.468892925,32.09146215,104.76,1250,924.4410966
5361,40,10,500,40,40,60,500,6.468892925,43.71703741,104.76,1250,231.1102741
5362,40,20,500,40,40,60,500,6.468892925,46.64073553,104.76,1250,462.2205483
5363,40,40,500,40,40,60,500,6.468892925,52.48813179,104.76,1250,924.4410966
5364,10,10,600,40,40,60,500,7.56981767,25.71615963,104.76,1800,263.8505505
5365,10,20,600,40,40,60,500,7.56981767,31.57187919,104.76,1800,527.7011011
5366,10,40,600,40,40,60,500,7.56981767,42.6487399,104.76,1800,1055.402202
5367,20,10,600,40,40,60,500,7.56981767,45.57659968,104.76,1800,263.8505505
5368,20,20,600,40,40,60,500,7.56981767,51.43231925,104.76,1800,527.7011011
5369,20,40,600,40,40,60,500,7.56981767,12.85807981,104.76,1800,1055.402202
5370,40,10,600,40,40,60,500,7.56981767,15.7859396,104.76,1800,263.8505505
5371,40,20,600,40,40,60,500,7.56981767,21.64165917,104.76,1800,527.7011011
5372,40,40,600,40,40,60,500,7.56981767,22.78829984,104.76,1800,1055.402202
5373,10,10,700,40,40,60,500,8.213883596,52.64063612,104.76,2450,304.19499
5374,10,20,700,40,40,60,500,8.213883596,13.16015903,104.76,2450,608.38998
5375,10,40,700,40,40,60,500,8.213883596,16.25601595,104.76,2450,1216.77996
5376,20,10,700,40,40,60,500,8.213883596,22.4477298,104.76,2450,304.19499
5377,20,20,700,40,40,60,500,8.213883596,23.22446114,104.76,2450,608.38998
5378,20,40,700,40,40,60,500,8.213883596,26.32031806,104.76,2450,1216.77996
5379,40,10,700,40,40,60,500,8.213883596,32.51203191,104.76,2450,304.19499
5380,40,20,700,40,40,60,500,8.213883596,43.35306535,104.76,2450,608.38998
5381,40,40,700,40,40,60,500,8.213883596,46.44892227,104.76,2450,1216.77996
5382,10,10,500,40,60,40,500,7.246608123,22.25531798,103.32,1250,231.2662488
5383,10,20,500,40,60,40,500,7.246608123,25.18254521,103.32,1250,462.5324976
5384,10,40,500,40,60,40,500,7.246608123,31.03699966,103.32,1250,925.0649952
5385,20,10,500,40,60,40,500,7.246608123,41.58340873,103.32,1250,231.2662488
5386,20,20,500,40,60,40,500,7.246608123,44.51063596,103.32,1250,462.5324976
5387,20,40,500,40,60,40,500,7.246608123,50.36509041,103.32,1250,925.0649952
5388,40,10,500,40,60,40,500,7.246608123,12.5912726,103.32,1250,231.2662488
5389,40,20,500,40,60,40,500,7.246608123,15.51849983,103.32,1250,462.5324976
5390,40,40,500,40,60,40,500,7.246608123,21.37295428,103.32,1250,925.0649952
5391,10,10,600,40,60,40,500,8.342119248,45.01100298,103.32,1800,265.8579889
5392,10,20,600,40,60,40,500,8.342119248,50.94877747,103.32,1800,531.7159777
5393,10,40,600,40,60,40,500,8.342119248,12.73719437,103.32,1800,1063.431955
5394,20,10,600,40,60,40,500,8.342119248,15.70608161,103.32,1800,265.8579889
5395,20,20,600,40,60,40,500,8.342119248,21.6438561,103.32,1800,531.7159777
5396,20,40,600,40,60,40,500,8.342119248,22.50550149,103.32,1800,1063.431955
5397,40,10,600,40,60,40,500,8.342119248,25.47438873,103.32,1800,265.8579889
5398,40,20,600,40,60,40,500,8.342119248,31.41216323,103.32,1800,531.7159777
5399,40,40,600,40,60,40,500,8.342119248,42.04211573,103.32,1800,1063.431955
5400,10,10,700,40,60,40,500,8.86340576,22.00577727,103.32,2450,313.6247203
5401,10,20,700,40,60,40,500,8.86340576,22.76702132,103.32,2450,627.2494406
5402,10,40,700,40,60,40,500,8.86340576,25.80195464,103.32,2450,1254.498881
