Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
40,10,700,60,40,20,500,9.750817856,21.64835683,100.44,2450,336.5518715
40,20,700,60,40,20,500,9.750817856,21.3034928,100.44,2450,673.103743
40,40,700,60,40,20,500,9.750817856,24.4453815,100.44,2450,1346.207486
10,10,500,40,40,60,500,6.468892925,13.12203295,104.76,1250,231.1102741
10,20,500,40,40,60,500,6.468892925,16.04573108,104.76,1250,462.2205483
10,40,500,40,40,60,500,6.468892925,21.89312734,104.76,1250,924.4410966
20,10,500,40,40,60,500,6.468892925,23.32036777,104.76,1250,231.1102741
20,20,500,40,40,60,500,6.468892925,26.2440659,104.76,1250,462.2205483
20,40,500,40,40,60,500,6.468892925,32.09146215,104.76,1250,924.4410966
40,10,500,40,40,60,500,6.468892925,43.71703741,104.76,1250,231.1102741
40,20,500,40,40,60,500,6.468892925,46.64073553,104.76,1250,462.2205483
40,40,500,40,40,60,500,6.468892925,52.48813179,104.76,1250,924.4410966
10,10,600,40,40,60,500,7.56981767,25.71615963,104.76,1800,263.8505505
10,20,600,40,40,60,500,7.56981767,31.57187919,104.76,1800,527.7011011
10,40,600,40,40,60,500,7.56981767,42.6487399,104.76,1800,1055.402202
20,10,600,40,40,60,500,7.56981767,45.57659968,104.76,1800,263.8505505
20,20,600,40,40,60,500,7.56981767,51.43231925,104.76,1800,527.7011011
20,40,600,40,40,60,500,7.56981767,12.85807981,104.76,1800,1055.402202
40,10,600,40,40,60,500,7.56981767,15.7859396,104.76,1800,263.8505505
40,20,600,40,40,60,500,7.56981767,21.64165917,104.76,1800,527.7011011
40,40,600,40,40,60,500,7.56981767,22.78829984,104.76,1800,1055.402202
10,10,700,40,40,60,500,8.213883596,52.64063612,104.76,2450,304.19499
10,20,700,40,40,60,500,8.213883596,13.16015903,104.76,2450,608.38998
10,40,700,40,40,60,500,8.213883596,16.25601595,104.76,2450,1216.77996
20,10,700,40,40,60,500,8.213883596,22.4477298,104.76,2450,304.19499
20,20,700,40,40,60,500,8.213883596,23.22446114,104.76,2450,608.38998
20,40,700,40,40,60,500,8.213883596,26.32031806,104.76,2450,1216.77996
40,10,700,40,40,60,500,8.213883596,32.51203191,104.76,2450,304.19499
40,20,700,40,40,60,500,8.213883596,43.35306535,104.76,2450,608.38998
40,40,700,40,40,60,500,8.213883596,46.44892227,104.76,2450,1216.77996
10,10,500,40,60,40,500,7.246608123,22.25531798,103.32,1250,231.2662488
10,20,500,40,60,40,500,7.246608123,25.18254521,103.32,1250,462.5324976
10,40,500,40,60,40,500,7.246608123,31.03699966,103.32,1250,925.0649952
20,10,500,40,60,40,500,7.246608123,41.58340873,103.32,1250,231.2662488
20,20,500,40,60,40,500,7.246608123,44.51063596,103.32,1250,462.5324976
20,40,500,40,60,40,500,7.246608123,50.36509041,103.32,1250,925.0649952
40,10,500,40,60,40,500,7.246608123,12.5912726,103.32,1250,231.2662488
40,20,500,40,60,40,500,7.246608123,15.51849983,103.32,1250,462.5324976
40,40,500,40,60,40,500,7.246608123,21.37295428,103.32,1250,925.0649952
10,10,600,40,60,40,500,8.342119248,45.01100298,103.32,1800,265.8579889
10,20,600,40,60,40,500,8.342119248,50.94877747,103.32,1800,531.7159777
10,40,600,40,60,40,500,8.342119248,12.73719437,103.32,1800,1063.431955
20,10,600,40,60,40,500,8.342119248,15.70608161,103.32,1800,265.8579889
20,20,600,40,60,40,500,8.342119248,21.6438561,103.32,1800,531.7159777
20,40,600,40,60,40,500,8.342119248,22.50550149,103.32,1800,1063.431955
40,10,600,40,60,40,500,8.342119248,25.47438873,103.32,1800,265.8579889
40,20,600,40,60,40,500,8.342119248,31.41216323,103.32,1800,531.7159777
40,40,600,40,60,40,500,8.342119248,42.04211573,103.32,1800,1063.431955
10,10,700,40,60,40,500,8.86340576,22.00577727,103.32,2450,313.6247203
10,20,700,40,60,40,500,8.86340576,22.76702132,103.32,2450,627.2494406
10,40,700,40,60,40,500,8.86340576,25.80195464,103.32,2450,1254.498881
20,10,700,40,60,40,500,8.86340576,31.87182127,103.32,2450,313.6247203
20,20,700,40,60,40,500,8.86340576,42.49910932,103.32,2450,627.2494406
20,40,700,40,60,40,500,8.86340576,45.53404264,103.32,2450,1254.498881
40,10,700,40,60,40,500,8.86340576,51.60390927,103.32,2450,313.6247203
40,20,700,40,60,40,500,8.86340576,12.90097732,103.32,2450,627.2494406
40,40,700,40,60,40,500,8.86340576,15.93591064,103.32,2450,1254.498881
10,10,500,20,20,20,700,1.968165561,57.65326726,117.72,1250,210.5915642
10,20,500,20,20,20,700,1.968165561,60.70191376,117.72,1250,421.1831283
10,40,500,20,20,20,700,1.968165561,66.79920678,117.72,1250,842.3662566
20,10,500,20,20,20,700,1.968165561,16.69980169,117.72,1250,210.5915642
20,20,500,20,20,20,700,1.968165561,19.7484482,117.72,1250,421.1831283
20,40,500,20,20,20,700,1.968165561,25.84574121,117.72,1250,842.3662566
40,10,500,20,20,20,700,1.968165561,30.35095688,117.72,1250,210.5915642
40,20,500,20,20,20,700,1.968165561,33.39960339,117.72,1250,421.1831283
40,40,500,20,20,20,700,1.968165561,39.4968964,117.72,1250,842.3662566
10,10,600,20,20,20,700,2.699636359,19.67422399,117.72,1800,213.2979015
10,20,600,20,20,20,700,2.699636359,25.68114658,117.72,1800,426.5958029
10,40,600,20,20,20,700,2.699636359,30.33806411,117.72,1800,853.1916058
20,10,600,20,20,20,700,2.699636359,33.3415254,117.72,1800,213.2979015
20,20,600,20,20,20,700,2.699636359,39.34844799,117.72,1800,426.5958029
20,40,600,20,20,20,700,2.699636359,57.67266692,117.72,1800,853.1916058
40,10,600,20,20,20,700,2.699636359,60.67612821,117.72,1800,213.2979015
40,20,600,20,20,20,700,2.699636359,66.6830508,117.72,1800,426.5958029
40,40,600,20,20,20,700,2.699636359,16.6707627,117.72,1800,853.1916058
10,10,700,20,20,20,700,1.506405873,40.75507867,117.72,2450,223.7432636
10,20,700,20,20,20,700,1.506405873,58.59586692,117.72,2450,447.4865272
10,40,700,20,20,20,700,1.506405873,61.86933698,117.72,2450,894.9730545
20,10,700,20,20,20,700,1.506405873,68.4162771,117.72,2450,223.7432636
20,20,700,20,20,20,700,1.506405873,17.10406928,117.72,2450,447.4865272
20,40,700,20,20,20,700,1.506405873,20.37753934,117.72,2450,894.9730545
40,10,700,20,20,20,700,1.506405873,26.92447946,117.72,2450,223.7432636
40,20,700,20,20,20,700,1.506405873,30.93466849,117.72,2450,447.4865272
40,40,700,20,20,20,700,1.506405873,34.20813855,117.72,2450,894.9730545
10,10,500,60,20,60,500,6.349069955,13.17339382,106.2,1250,230.010884
10,20,500,60,20,60,500,6.349069955,16.12438483,106.2,1250,460.0217679
10,40,500,60,20,60,500,6.349069955,22.02636683,106.2,1250,920.0435359
20,10,500,60,20,60,500,6.349069955,23.39579664,106.2,1250,230.010884
20,20,500,60,20,60,500,6.349069955,26.34678764,106.2,1250,460.0217679
20,40,500,60,20,60,500,6.349069955,32.24876965,106.2,1250,920.0435359
40,10,500,60,20,60,500,6.349069955,43.84060227,106.2,1250,230.010884
40,20,500,60,20,60,500,6.349069955,46.79159327,106.2,1250,460.0217679
40,40,500,60,20,60,500,6.349069955,52.69357528,106.2,1250,920.0435359
10,10,600,60,20,60,500,6.806395359,27.08343404,106.2,1800,261.2315346
10,20,600,60,20,60,500,6.806395359,33.24545256,106.2,1800,522.4630691
10,40,600,60,20,60,500,6.806395359,44.92384029,106.2,1800,1044.926138
20,10,600,60,20,60,500,6.806395359,48.00484955,106.2,1800,261.2315346
20,20,600,60,20,60,500,6.806395359,54.16686807,106.2,1800,522.4630691
20,40,600,60,20,60,500,6.806395359,13.54171702,106.2,1800,1044.926138
40,10,600,60,20,60,500,6.806395359,16.62272628,106.2,1800,261.2315346
40,20,600,60,20,60,500,6.806395359,22.7847448,106.2,1800,522.4630691
40,40,600,60,20,60,500,6.806395359,24.00242477,106.2,1800,1044.926138
10,10,700,60,20,60,500,7.210057971,54.80991494,106.2,2450,300.2868035
10,20,700,60,20,60,500,7.210057971,13.70247873,106.2,2450,600.5736069
10,40,700,60,20,60,500,7.210057971,16.83551195,106.2,2450,1201.147214
20,10,700,60,20,60,500,7.210057971,23.10157839,106.2,2450,300.2868035
20,20,700,60,20,60,500,7.210057971,24.27192425,106.2,2450,600.5736069
20,40,700,60,20,60,500,7.210057971,27.40495747,106.2,2450,1201.147214
40,10,700,60,20,60,500,7.210057971,33.6710239,106.2,2450,300.2868035
40,20,700,60,20,60,500,7.210057971,45.41081528,106.2,2450,600.5736069
40,40,700,60,20,60,500,7.210057971,48.5438485,106.2,2450,1201.147214
10,10,500,60,40,40,500,6.521971149,22.84769703,104.76,1250,230.6339342
10,20,500,60,40,40,500,6.521971149,25.78758636,104.76,1250,461.2678684
10,40,500,60,40,40,500,6.521971149,31.66736501,104.76,1250,922.5357369
20,10,500,60,40,40,500,6.521971149,42.75550474,104.76,1250,230.6339342
20,20,500,60,40,40,500,6.521971149,45.69539406,104.76,1250,461.2678684
20,40,500,60,40,40,500,6.521971149,51.57517271,104.76,1250,922.5357369
40,10,500,60,40,40,500,6.521971149,12.89379318,104.76,1250,230.6339342
40,20,500,60,40,40,500,6.521971149,15.8336825,104.76,1250,461.2678684
40,40,500,60,40,40,500,6.521971149,21.71346115,104.76,1250,922.5357369
10,10,600,60,40,40,500,7.866466101,46.81888949,104.76,1800,261.3969026
10,20,600,60,40,40,500,7.866466101,53.10496506,104.76,1800,522.7938051
10,40,600,60,40,40,500,7.866466101,13.27624126,104.76,1800,1045.58761
20,10,600,60,40,40,500,7.866466101,16.41927905,104.76,1800,261.3969026
20,20,600,60,40,40,500,7.866466101,22.70535461,104.76,1800,522.7938051
20,40,600,60,40,40,500,7.866466101,23.40944475,104.76,1800,1045.58761
40,10,600,60,40,40,500,7.866466101,26.55248253,104.76,1800,261.3969026
40,20,600,60,40,40,500,7.866466101,32.83855809,104.76,1800,522.7938051
40,40,600,60,40,40,500,7.866466101,43.67585171,104.76,1800,1045.58761
10,10,700,60,40,40,500,8.478464397,22.67482603,104.76,2450,310.440887
10,20,700,60,40,40,500,8.478464397,23.58166056,104.76,2450,620.8817741
10,40,700,60,40,40,500,8.478464397,26.69137363,104.76,2450,1241.763548
20,10,700,60,40,40,500,8.478464397,32.91079977,104.76,2450,310.440887
20,20,700,60,40,40,500,8.478464397,44.05360804,104.76,2450,620.8817741
20,40,700,60,40,40,500,8.478464397,47.16332111,104.76,2450,1241.763548
40,10,700,60,40,40,500,8.478464397,53.38274726,104.76,2450,310.440887
40,20,700,60,40,40,500,8.478464397,13.34568681,104.76,2450,620.8817741
40,40,700,60,40,40,500,8.478464397,16.45539989,104.76,2450,1241.763548
10,10,500,60,60,20,500,7.701607148,41.4143542,103.32,1250,228.0035782
10,20,500,60,60,20,500,7.701607148,44.29257317,103.32,1250,456.0071563
10,40,500,60,60,20,500,7.701607148,50.04901111,103.32,1250,912.0143126
20,10,500,60,60,20,500,7.701607148,12.51225278,103.32,1250,228.0035782
20,20,500,60,60,20,500,7.701607148,15.39047175,103.32,1250,456.0071563
20,40,500,60,60,20,500,7.701607148,21.14690968,103.32,1250,912.0143126
40,10,500,60,60,20,500,7.701607148,22.14628659,103.32,1250,228.0035782
40,20,500,60,60,20,500,7.701607148,25.02450555,103.32,1250,456.0071563
40,40,500,60,60,20,500,7.701607148,30.78094349,103.32,1250,912.0143126
10,10,600,60,60,20,500,9.038360876,16.12343772,103.32,1800,265.4022744
10,20,600,60,60,20,500,9.038360876,22.34061717,103.32,1800,530.8045489
10,40,600,60,60,20,500,9.038360876,22.92110626,103.32,1800,1061.609098
20,10,600,60,60,20,500,9.038360876,26.02969599,103.32,1800,265.4022744
20,20,600,60,60,20,500,9.038360876,32.24687544,103.32,1800,530.8045489
20,40,600,60,60,20,500,9.038360876,42.7336228,103.32,1800,1061.609098
40,10,600,60,60,20,500,9.038360876,45.84221253,103.32,1800,265.4022744
40,20,600,60,60,20,500,9.038360876,52.05939198,103.32,1800,530.8045489
40,40,600,60,60,20,500,9.038360876,13.014848,103.32,1800,1061.609098
10,10,700,60,60,20,500,8.952198892,32.75147575,103.32,2450,317.1521054
10,20,700,60,60,20,500,8.952198892,43.67739088,103.32,2450,634.3042109
10,40,700,60,60,20,500,8.952198892,46.79532811,103.32,2450,1268.608422
20,10,700,60,60,20,500,8.952198892,53.03120258,103.32,2450,317.1521054
20,20,700,60,60,20,500,8.952198892,13.25780064,103.32,2450,634.3042109
20,40,700,60,60,20,500,8.952198892,16.37573788,103.32,2450,1268.608422
40,10,700,60,60,20,500,8.952198892,22.61161234,103.32,2450,317.1521054
40,20,700,60,60,20,500,8.952198892,23.39766406,103.32,2450,634.3042109
40,40,700,60,60,20,500,8.952198892,26.51560129,103.32,2450,1268.608422
10,10,500,40,60,60,500,6.107986446,13.77076052,107.64,1250,226.4330408
10,20,500,40,60,60,500,6.107986446,16.62577479,107.64,1250,452.8660816
10,40,500,40,60,60,500,6.107986446,22.33580334,107.64,1250,905.7321633
20,10,500,40,60,60,500,6.107986446,24.68650675,107.64,1250,226.4330408
20,20,500,40,60,60,500,6.107986446,27.54152103,107.64,1250,452.8660816
20,40,500,40,60,60,500,6.107986446,33.25154958,107.64,1250,905.7321633
40,10,500,40,60,60,500,6.107986446,46.51799923,107.64,1250,226.4330408
40,20,500,40,60,60,500,6.107986446,49.37301351,107.64,1250,452.8660816
40,40,500,40,60,60,500,6.107986446,55.08304206,107.64,1250,905.7321633
10,10,600,40,60,60,500,7.248603398,28.4802317,107.64,1800,258.8980304
10,20,600,40,60,60,500,7.248603398,34.76402216,107.64,1800,517.7960609
10,40,600,40,60,60,500,7.248603398,47.53477771,107.64,1800,1035.592122
20,10,600,40,60,60,500,7.248603398,50.67667294,107.64,1800,258.8980304
20,20,600,40,60,60,500,7.248603398,56.9604634,107.64,1800,517.7960609
20,40,600,40,60,60,500,7.248603398,14.24011585,107.64,1800,1035.592122
40,10,600,40,60,60,500,7.248603398,17.38201108,107.64,1800,258.8980304
40,20,600,40,60,60,500,7.248603398,23.66580154,107.64,1800,517.7960609
40,40,600,40,60,60,500,7.248603398,25.33833647,107.64,1800,1035.592122
10,10,700,40,60,60,500,7.758902076,57.90413558,107.64,2450,300.0406729
10,20,700,40,60,60,500,7.758902076,14.4760339,107.64,2450,600.0813458
10,40,700,40,60,60,500,7.758902076,17.8418268,107.64,2450,1200.162692
20,10,700,40,60,60,500,7.758902076,24.5734126,107.64,2450,300.0406729
20,20,700,40,60,60,500,7.758902076,25.58627489,107.64,2450,600.0813458
20,40,700,40,60,60,500,7.758902076,28.95206779,107.64,2450,1200.162692
40,10,700,40,60,60,500,7.758902076,35.68365359,107.64,2450,300.0406729
40,20,700,40,60,60,500,7.758902076,47.80675687,107.64,2450,600.0813458
40,40,700,40,60,60,500,7.758902076,51.17254978,107.64,2450,1200.162692
10,10,500,20,20,40,700,1.4911161,33.96895652,122.04,1250,203.0282434
10,20,500,20,20,40,700,1.4911161,36.93576298,122.04,1250,406.0564868
10,40,500,20,20,40,700,1.4911161,42.8693759,122.04,1250,812.1129736
20,10,500,20,20,40,700,1.4911161,64.97110658,122.04,1250,203.0282434
20,20,500,20,20,40,700,1.4911161,67.93791304,122.04,1250,406.0564868
20,40,500,20,20,40,700,1.4911161,73.87152596,122.04,1250,812.1129736
40,10,500,20,20,40,700,1.4911161,18.46788149,122.04,1250,203.0282434
40,20,500,20,20,40,700,1.4911161,21.43468795,122.04,1250,406.0564868
40,40,500,20,20,40,700,1.4911161,27.36830087,122.04,1250,812.1129736
10,10,600,20,20,40,700,1.183420363,66.96353756,122.04,1800,206.112196
10,20,600,20,20,40,700,1.183420363,73.04189729,122.04,1800,412.224392
10,40,600,20,20,40,700,1.183420363,18.26047432,122.04,1800,824.448784
20,10,600,20,20,40,700,1.183420363,21.29965418,122.04,1800,206.112196
20,20,600,20,20,40,700,1.183420363,27.37801391,122.04,1800,412.224392
20,40,600,20,20,40,700,1.183420363,33.48176878,122.04,1800,824.448784
40,10,600,20,20,40,700,1.183420363,36.52094864,122.04,1800,206.112196
40,20,600,20,20,40,700,1.183420363,42.59930837,122.04,1800,412.224392
40,40,600,20,20,40,700,1.183420363,63.9243577,122.04,1800,824.448784
10,10,700,20,20,40,700,1.042921375,27.38764549,122.04,2450,217.4944445
10,20,700,20,20,40,700,1.042921375,33.83509209,122.04,2450,434.9888889
10,40,700,20,20,40,700,1.042921375,36.82654908,122.04,2450,869.9777778
20,10,700,20,20,40,700,1.042921375,42.80946305,122.04,2450,217.4944445
20,20,700,20,20,40,700,1.042921375,64.6787272,122.04,2450,434.9888889
20,40,700,20,20,40,700,1.042921375,67.67018419,122.04,2450,869.9777778
40,10,700,20,20,40,700,1.042921375,73.65309816,122.04,2450,217.4944445
40,20,700,20,20,40,700,1.042921375,18.41327454,122.04,2450,434.9888889
40,40,700,20,20,40,700,1.042921375,21.40473152,122.04,2450,869.9777778
10,10,500,20,40,20,700,1.931581549,62.0266418,120.6,1250,204.658704
10,20,500,20,40,20,700,1.931581549,65.11216452,120.6,1250,409.3174079
10,40,500,20,40,20,700,1.931581549,71.28320995,120.6,1250,818.6348158
20,10,500,20,40,20,700,1.931581549,17.82080249,120.6,1250,204.658704
20,20,500,20,40,20,700,1.931581549,20.9063252,120.6,1250,409.3174079
20,40,500,20,40,20,700,1.931581549,27.07737064,120.6,1250,818.6348158
40,10,500,20,40,20,700,1.931581549,32.55608226,120.6,1250,204.658704
40,20,500,20,40,20,700,1.931581549,35.64160497,120.6,1250,409.3174079
40,40,500,20,40,20,700,1.931581549,41.81265041,120.6,1250,818.6348158
10,10,600,20,40,20,700,1.979222364,20.86390734,120.6,1800,209.0770162
10,20,600,20,40,20,700,1.979222364,26.89801116,120.6,1800,418.1540324
10,40,600,20,40,20,700,1.979222364,32.67665893,120.6,1800,836.3080648
20,10,600,20,40,20,700,1.979222364,35.69371084,120.6,1800,209.0770162
20,20,600,20,40,20,700,1.979222364,41.72781467,120.6,1800,418.1540324
20,40,600,20,40,20,700,1.979222364,62.33626595,120.6,1800,836.3080648
40,10,600,20,40,20,700,1.979222364,65.35331786,120.6,1800,209.0770162
40,20,600,20,40,20,700,1.979222364,71.38742169,120.6,1800,418.1540324
40,40,600,20,40,20,700,1.979222364,17.84685542,120.6,1800,836.3080648
10,10,700,20,40,20,700,0.594406218,42.51523305,120.6,2450,217.7968996
10,20,700,20,40,20,700,0.594406218,63.09960863,120.6,2450,435.5937992
10,40,700,20,40,20,700,0.594406218,66.23258827,120.6,2450,871.1875984
20,10,700,20,40,20,700,0.594406218,72.49854755,120.6,2450,217.7968996
20,20,700,20,40,20,700,0.594406218,18.12463689,120.6,2450,435.5937992
20,40,700,20,40,20,700,0.594406218,21.25761653,120.6,2450,871.1875984
40,10,700,20,40,20,700,0.594406218,27.5235758,120.6,2450,217.7968996
40,20,700,20,40,20,700,0.594406218,33.11629414,120.6,2450,435.5937992
40,40,700,20,40,20,700,0.594406218,36.24927377,120.6,2450,871.1875984
10,10,500,60,40,60,500,5.627027428,14.42246215,109.08,1250,225.526039
10,20,500,60,40,60,500,5.627027428,17.37978722,109.08,1250,451.0520781
10,40,500,60,40,60,500,5.627027428,23.29443737,109.08,1250,902.1041562
20,10,500,60,40,60,500,5.627027428,25.88759922,109.08,1250,225.526039
20,20,500,60,40,60,500,5.627027428,28.8449243,109.08,1250,451.0520781
20,40,500,60,40,60,500,5.627027428,34.75957445,109.08,1250,902.1041562
40,10,500,60,40,60,500,5.627027428,48.81787337,109.08,1250,225.526039
40,20,500,60,40,60,500,5.627027428,51.77519845,109.08,1250,451.0520781
40,40,500,60,40,60,500,5.627027428,57.6898486,109.08,1250,902.1041562
10,10,600,60,40,60,500,6.661768876,29.04150958,109.08,1800,255.4932074
10,20,600,60,40,60,500,6.661768876,35.29591439,109.08,1800,510.9864148
10,40,600,60,40,60,500,6.661768876,48.70141196,109.08,1800,1021.97283
20,10,600,60,40,60,500,6.661768876,51.82861436,109.08,1800,255.4932074
20,20,600,60,40,60,500,6.661768876,58.08301917,109.08,1800,510.9864148
20,40,600,60,40,60,500,6.661768876,14.52075479,109.08,1800,1021.97283
40,10,600,60,40,60,500,6.661768876,17.6479572,109.08,1800,255.4932074
40,20,600,60,40,60,500,6.661768876,23.902362,109.08,1800,510.9864148
40,40,600,60,40,60,500,6.661768876,25.91430718,109.08,1800,1021.97283
10,10,700,60,40,60,500,7.240796806,59.16741111,109.08,2450,293.7189191
10,20,700,60,40,60,500,7.240796806,14.79185278,109.08,2450,587.4378382
10,40,700,60,40,60,500,7.240796806,17.87941037,109.08,2450,1174.875676
20,10,700,60,40,60,500,7.240796806,24.05452554,109.08,2450,293.7189191
20,20,700,60,40,60,500,7.240796806,26.49614797,109.08,2450,587.4378382
20,40,700,60,40,60,500,7.240796806,29.58370555,109.08,2450,1174.875676
40,10,700,60,40,60,500,7.240796806,35.75882073,109.08,2450,293.7189191
40,20,700,60,40,60,500,7.240796806,49.90473834,109.08,2450,587.4378382
40,40,700,60,40,60,500,7.240796806,52.99229593,109.08,2450,1174.875676
10,10,500,60,60,40,500,6.448327112,25.24985514,107.64,1250,226.1014566
10,20,500,60,60,40,500,6.448327112,28.27390524,107.64,1250,452.2029131
10,40,500,60,60,40,500,6.448327112,34.32200544,107.64,1250,904.4058263
20,10,500,60,60,40,500,6.448327112,47.47566017,107.64,1250,226.1014566
20,20,500,60,60,40,500,6.448327112,50.49971027,107.64,1250,452.2029131
20,40,500,60,60,40,500,6.448327112,56.54781048,107.64,1250,904.4058263
40,10,500,60,60,40,500,6.448327112,14.13695262,107.64,1250,226.1014566
40,20,500,60,60,40,500,6.448327112,17.16100272,107.64,1250,452.2029131
40,40,500,60,60,40,500,6.448327112,23.20910293,107.64,1250,904.4058263
10,10,600,60,60,40,500,7.533729926,50.53124833,107.64,1800,256.0144849
