Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
40,10,600,20,40,40,500,10.50661883,21.78586505,96.12,1800,280.3471309
40,20,600,20,40,40,500,10.50661883,27.93206257,96.12,1800,560.6942617
40,40,600,20,40,40,500,10.50661883,34.35243382,96.12,1800,1121.388523
10,10,700,20,40,40,500,10.58524312,20.30210628,96.12,2450,342.7466587
10,20,700,20,40,40,500,10.58524312,19.23459154,96.12,2450,685.4933173
10,40,700,20,40,40,500,10.58524312,22.28739454,96.12,2450,1370.986635
20,10,700,20,40,40,500,10.58524312,28.39300055,96.12,2450,342.7466587
20,20,700,20,40,40,500,10.58524312,35.41638009,96.12,2450,685.4933173
20,40,700,20,40,40,500,10.58524312,38.46918309,96.12,2450,1370.986635
40,10,700,20,40,40,500,10.58524312,44.57478909,96.12,2450,342.7466587
40,20,700,20,40,40,500,10.58524312,11.14369727,96.12,2450,685.4933173
40,40,700,20,40,40,500,10.58524312,14.19650027,96.12,2450,1370.986635
10,10,500,20,60,20,500,9.571245857,32.98682232,94.68,1250,238.306019
10,20,500,20,60,20,500,9.571245857,35.86490863,94.68,1250,476.6120379
10,40,500,20,60,20,500,9.571245857,41.62108126,94.68,1250,953.2240759
20,10,500,20,60,20,500,9.571245857,10.40527032,94.68,1250,238.306019
20,20,500,20,60,20,500,9.571245857,13.28335663,94.68,1250,476.6120379
20,40,500,20,60,20,500,9.571245857,19.03952926,94.68,1250,953.2240759
40,10,500,20,60,20,500,9.571245857,17.93245432,94.68,1250,238.306019
40,20,500,20,60,20,500,9.571245857,20.81054063,94.68,1250,476.6120379
40,40,500,20,60,20,500,9.571245857,26.56671326,94.68,1250,953.2240759
10,10,600,20,60,20,500,11.55212644,13.88898615,94.68,1800,294.8835423
10,20,600,20,60,20,500,11.55212644,19.97351818,94.68,1800,589.7670846
10,40,600,20,60,20,500,11.55212644,18.65117425,94.68,1800,1179.534169
20,10,600,20,60,20,500,11.55212644,21.69344026,94.68,1800,294.8835423
20,20,600,20,60,20,500,11.55212644,27.7779723,94.68,1800,589.7670846
20,40,600,20,60,20,500,11.55212644,34.26008248,94.68,1800,1179.534169
40,10,600,20,60,20,500,11.55212644,37.30234849,94.68,1800,294.8835423
40,20,600,20,60,20,500,11.55212644,43.38688053,94.68,1800,589.7670846
40,40,600,20,60,20,500,11.55212644,10.84672013,94.68,1800,1179.534169
10,10,700,20,60,20,500,11.2740942,28.40062467,94.68,2450,345.2887074
10,20,700,20,60,20,500,11.2740942,34.87916062,94.68,2450,690.5774147
10,40,700,20,60,20,500,11.2740942,38.01088758,94.68,2450,1381.154829
20,10,700,20,60,20,500,11.2740942,44.2743415,94.68,2450,345.2887074
20,20,700,20,60,20,500,11.2740942,11.06858538,94.68,2450,690.5774147
20,40,700,20,60,20,500,11.2740942,14.20031234,94.68,2450,1381.154829
40,10,700,20,60,20,500,11.2740942,20.46376626,94.68,2450,345.2887074
40,20,700,20,60,20,500,11.2740942,19.00544379,94.68,2450,690.5774147
40,40,700,20,60,20,500,11.2740942,22.13717075,94.68,2450,1381.154829
10,10,500,60,60,60,300,11.56728337,8.592543495,83.16,1250,253.695352
10,20,500,60,60,60,300,11.56728337,11.52086772,83.16,1250,507.390704
10,40,500,60,60,60,300,11.56728337,17.37751616,83.16,1250,1014.781408
20,10,500,60,60,60,300,11.56728337,14.25676277,83.16,1250,253.695352
20,20,500,60,60,60,300,11.56728337,17.18508699,83.16,1250,507.390704
20,40,500,60,60,60,300,11.56728337,23.04173543,83.16,1250,1014.781408
40,10,500,60,60,60,300,11.56728337,25.58520131,83.16,1250,253.695352
40,20,500,60,60,60,300,11.56728337,28.51352554,83.16,1250,507.390704
40,40,500,60,60,60,300,11.56728337,34.37017398,83.16,1250,1014.781408
10,10,600,60,60,60,300,12.01425919,17.7301408,83.16,1800,286.9495543
10,20,600,60,60,60,300,12.01425919,23.75856665,83.16,1800,573.8991087
10,40,600,60,60,60,300,12.01425919,26.41764283,83.16,1800,1147.798217
20,10,600,60,60,60,300,12.01425919,29.43185576,83.16,1800,286.9495543
20,20,600,60,60,60,300,12.01425919,35.46028161,83.16,1800,573.8991087
20,40,600,60,60,60,300,12.01425919,8.865070402,83.16,1800,1147.798217
40,10,600,60,60,60,300,12.01425919,11.87928333,83.16,1800,286.9495543
40,20,600,60,60,60,300,12.01425919,17.90770918,83.16,1800,573.8991087
40,40,600,60,60,60,300,12.01425919,14.71592788,83.16,1800,1147.798217
10,10,700,60,60,60,300,12.51963008,35.18152536,83.16,2450,330.3632541
10,20,700,60,60,60,300,12.51963008,8.795381339,83.16,2450,660.7265081
10,40,700,60,60,60,300,12.51963008,11.84411387,83.16,2450,1321.453016
20,10,700,60,60,60,300,12.51963008,17.94157894,83.16,2450,330.3632541
20,20,700,60,60,60,300,12.51963008,14.54203014,83.16,2450,660.7265081
20,40,700,60,60,60,300,12.51963008,17.59076268,83.16,2450,1321.453016
40,10,700,60,60,60,300,12.51963008,23.68822775,83.16,2450,330.3632541
40,20,700,60,60,60,300,12.51963008,26.03532775,83.16,2450,660.7265081
40,40,700,60,60,60,300,12.51963008,29.08406029,83.16,2450,1321.453016
10,10,500,40,20,40,500,8.161882293,19.10017728,97.56,1250,240.2150943
10,20,500,40,20,40,500,8.161882293,22.02538519,97.56,1250,480.4301886
10,40,500,40,20,40,500,8.161882293,27.875801,97.56,1250,960.8603772
20,10,500,40,20,40,500,8.161882293,35.27514665,97.56,1250,240.2150943
20,20,500,40,20,40,500,8.161882293,38.20035455,97.56,1250,480.4301886
20,40,500,40,20,40,500,8.161882293,44.05077037,97.56,1250,960.8603772
40,10,500,40,20,40,500,8.161882293,11.01269259,97.56,1250,240.2150943
40,20,500,40,20,40,500,8.161882293,13.9379005,97.56,1250,480.4301886
40,40,500,40,20,40,500,8.161882293,19.78831632,97.56,1250,960.8603772
10,10,600,40,20,40,500,9.892440591,38.349677,97.56,1800,273.2112307
10,20,600,40,20,40,500,9.892440591,44.46716988,97.56,1800,546.4224614
10,40,600,40,20,40,500,9.892440591,11.11679247,97.56,1800,1092.844923
20,10,600,40,20,40,500,9.892440591,14.17553891,97.56,1800,273.2112307
20,20,600,40,20,40,500,9.892440591,20.2930318,97.56,1800,546.4224614
20,40,600,40,20,40,500,9.892440591,19.1748385,97.56,1800,1092.844923
40,10,600,40,20,40,500,9.892440591,22.23358494,97.56,1800,273.2112307
40,20,600,40,20,40,500,9.892440591,28.35107782,97.56,1800,546.4224614
40,40,600,40,20,40,500,9.892440591,35.29093055,97.56,1800,1092.844923
10,10,700,40,20,40,500,10.40433895,21.19115948,97.56,2450,345.4341839
10,20,700,40,20,40,500,10.40433895,19.88099809,97.56,2450,690.8683678
10,40,700,40,20,40,500,10.40433895,23.0954725,97.56,2450,1381.736736
20,10,700,40,20,40,500,10.40433895,29.52442132,97.56,2450,345.4341839
20,20,700,40,20,40,500,10.40433895,36.54752178,97.56,2450,690.8683678
20,40,700,40,20,40,500,10.40433895,39.76199619,97.56,2450,1381.736736
40,10,700,40,20,40,500,10.40433895,46.190945,97.56,2450,345.4341839
40,20,700,40,20,40,500,10.40433895,11.54773625,97.56,2450,690.8683678
40,40,700,40,20,40,500,10.40433895,14.76221066,97.56,2450,1381.736736
10,10,500,40,40,20,500,9.59619464,34.70577166,96.12,1250,236.5498684
10,20,500,40,40,20,500,9.59619464,37.67083453,96.12,1250,473.0997368
10,40,500,40,40,20,500,9.59619464,43.60096028,96.12,1250,946.1994735
20,10,500,40,40,20,500,9.59619464,10.90024007,96.12,1250,236.5498684
20,20,500,40,40,20,500,9.59619464,13.86530295,96.12,1250,473.0997368
20,40,500,40,40,20,500,9.59619464,19.7954287,96.12,1250,946.1994735
40,10,500,40,40,20,500,9.59619464,18.83541727,96.12,1250,236.5498684
40,20,500,40,40,20,500,9.59619464,21.80048014,96.12,1250,473.0997368
40,40,500,40,40,20,500,9.59619464,27.73060589,96.12,1250,946.1994735
10,10,600,40,40,20,500,11.09690044,14.15690681,96.12,1800,287.9245587
10,20,600,40,40,20,500,11.09690044,20.26450712,96.12,1800,575.8491173
10,40,600,40,40,20,500,11.09690044,19.15241316,96.12,1800,1151.698235
20,10,600,40,40,20,500,11.09690044,22.20621331,96.12,1800,287.9245587
20,20,600,40,40,20,500,11.09690044,28.31381362,96.12,1800,575.8491173
20,40,600,40,40,20,500,11.09690044,35.25102616,96.12,1800,1151.698235
40,10,600,40,40,20,500,11.09690044,38.30482632,96.12,1800,287.9245587
40,20,600,40,40,20,500,11.09690044,44.41242662,96.12,1800,575.8491173
40,40,600,40,40,20,500,11.09690044,11.10310666,96.12,1800,1151.698235
10,10,700,40,40,20,500,10.922783,28.631502,96.12,2450,349.7232653
10,20,700,40,40,20,500,10.922783,35.38756478,96.12,2450,699.4465307
10,40,700,40,40,20,500,10.922783,38.51262752,96.12,2450,1398.893061
20,10,700,40,40,20,500,10.922783,44.76275302,96.12,2450,349.7232653
20,20,700,40,40,20,500,10.922783,11.19068825,96.12,2450,699.4465307
20,40,700,40,40,20,500,10.922783,14.315751,96.12,2450,1398.893061
40,10,700,40,40,20,500,10.922783,20.56587649,96.12,2450,349.7232653
40,20,700,40,40,20,500,10.922783,19.25631376,96.12,2450,699.4465307
40,40,700,40,40,20,500,10.922783,22.38137651,96.12,2450,1398.893061
10,10,500,20,40,60,500,7.552326271,11.79897196,100.44,1250,236.1682079
10,20,500,20,40,60,500,7.552326271,14.8239358,100.44,1250,472.3364157
10,40,500,20,40,60,500,7.552326271,20.87386349,100.44,1250,944.6728314
20,10,500,20,40,60,500,7.552326271,20.57298007,100.44,1250,236.1682079
20,20,500,20,40,60,500,7.552326271,23.59794392,100.44,1250,472.3364157
20,40,500,20,40,60,500,7.552326271,29.6478716,100.44,1250,944.6728314
40,10,500,20,40,60,500,7.552326271,38.1209963,100.44,1250,236.1682079
40,20,500,20,40,60,500,7.552326271,41.14596015,100.44,1250,472.3364157
40,40,500,20,40,60,500,7.552326271,47.19588783,100.44,1250,944.6728314
10,10,600,20,40,60,500,8.870660438,24.08197089,100.44,1800,270.2751823
10,20,600,20,40,60,500,8.870660438,30.10564521,100.44,1800,540.5503645
10,40,600,20,40,60,500,8.870660438,39.12843031,100.44,1800,1081.100729
20,10,600,20,40,60,500,8.870660438,42.14026747,100.44,1800,270.2751823
20,20,600,20,40,60,500,8.870660438,48.16394178,100.44,1800,540.5503645
20,40,600,20,40,60,500,8.870660438,12.04098545,100.44,1800,1081.100729
40,10,600,20,40,60,500,8.870660438,15.05282261,100.44,1800,270.2751823
40,20,600,20,40,60,500,8.870660438,21.07649692,100.44,1800,540.5503645
40,40,600,20,40,60,500,8.870660438,21.07013373,100.44,1800,1081.100729
10,10,700,20,40,60,500,9.029680944,48.55520568,100.44,2450,315.6421133
10,20,700,20,40,60,500,9.029680944,12.13880142,100.44,2450,631.2842266
10,40,700,20,40,60,500,9.029680944,15.24704072,100.44,2450,1262.568453
20,10,700,20,40,60,500,9.029680944,21.46351933,100.44,2450,315.6421133
20,20,700,20,40,60,500,9.029680944,21.16936354,100.44,2450,631.2842266
20,40,700,20,40,60,500,9.029680944,24.27760284,100.44,2450,1262.568453
40,10,700,20,40,60,500,9.029680944,30.49408145,100.44,2450,315.6421133
40,20,700,20,40,60,500,9.029680944,39.23048778,100.44,2450,631.2842266
40,40,700,20,40,60,500,9.029680944,42.33872708,100.44,2450,1262.568453
10,10,500,20,60,40,500,8.255476933,20.14581625,99,1250,236.1082258
10,20,500,20,60,40,500,8.255476933,22.97114473,99,1250,472.2164515
10,40,500,20,60,40,500,8.255476933,28.62180169,99,1250,944.4329031
20,10,500,20,60,40,500,8.255476933,37.46630402,99,1250,236.1082258
20,20,500,20,60,40,500,8.255476933,40.2916325,99,1250,472.2164515
20,40,500,20,60,40,500,8.255476933,45.94228946,99,1250,944.4329031
40,10,500,20,60,40,500,8.255476933,11.48557237,99,1250,236.1082258
40,20,500,20,60,40,500,8.255476933,14.31090084,99,1250,472.2164515
40,40,500,20,60,40,500,8.255476933,19.9615578,99,1250,944.4329031
10,10,600,20,60,40,500,9.807735678,41.61430787,99,1800,276.1907409
10,20,600,20,60,40,500,9.807735678,47.58709648,99,1800,552.3814817
10,40,600,20,60,40,500,9.807735678,11.89677412,99,1800,1104.762963
20,10,600,20,60,40,500,9.807735678,14.88316843,99,1800,276.1907409
20,20,600,20,60,40,500,9.807735678,20.85595704,99,1800,552.3814817
20,40,600,20,60,40,500,9.807735678,20.80715394,99,1800,1104.762963
40,10,600,20,60,40,500,9.807735678,23.79354824,99,1800,276.1907409
40,20,600,20,60,40,500,9.807735678,29.76633685,99,1800,552.3814817
40,40,600,20,60,40,500,9.807735678,38.62791357,99,1800,1104.762963
10,10,700,20,60,40,500,10.39412839,21.14006719,99,2450,320.6713416
10,20,700,20,60,40,500,10.39412839,20.8131506,99,2450,641.3426833
10,40,700,20,60,40,500,10.39412839,23.87986257,99,2450,1282.685367
20,10,700,20,60,40,500,10.39412839,30.01328651,99,2450,320.6713416
20,20,700,20,60,40,500,10.39412839,38.55958923,99,2450,641.3426833
20,40,700,20,60,40,500,10.39412839,41.6263012,99,2450,1282.685367
40,10,700,20,60,40,500,10.39412839,47.75972514,99,2450,320.6713416
40,20,700,20,60,40,500,10.39412839,11.93993128,99,2450,641.3426833
40,40,700,20,60,40,500,10.39412839,15.00664325,99,2450,1282.685367
10,10,500,60,20,20,500,8.725074319,35.62886165,97.56,1250,236.1055256
10,20,500,60,20,20,500,8.725074319,38.60466898,97.56,1250,472.2110512
10,40,500,60,20,20,500,8.725074319,44.55628365,97.56,1250,944.4221024
20,10,500,60,20,20,500,8.725074319,11.13907091,97.56,1250,236.1055256
20,20,500,60,20,20,500,8.725074319,14.11487825,97.56,1250,472.2110512
20,40,500,60,20,20,500,8.725074319,20.06649292,97.56,1250,944.4221024
40,10,500,60,20,20,500,8.725074319,19.30233449,97.56,1250,236.1055256
40,20,500,60,20,20,500,8.725074319,22.27814183,97.56,1250,472.2110512
40,40,500,60,20,20,500,8.725074319,28.2297565,97.56,1250,944.4221024
10,10,600,60,20,20,500,9.731409561,14.30441264,97.56,1800,274.5223917
10,20,600,60,20,20,500,9.731409561,20.51336587,97.56,1800,549.0447834
10,40,600,60,20,20,500,9.731409561,19.29539543,97.56,1800,1098.089567
20,10,600,60,20,20,500,9.731409561,22.39987204,97.56,1800,274.5223917
20,20,600,60,20,20,500,9.731409561,28.60882527,97.56,1800,549.0447834
20,40,600,60,20,20,500,9.731409561,35.48631424,97.56,1800,1098.089567
40,10,600,60,20,20,500,9.731409561,38.59079086,97.56,1800,274.5223917
40,20,600,60,20,20,500,9.731409561,44.79974409,97.56,1800,549.0447834
40,40,600,60,20,20,500,9.731409561,11.19993602,97.56,1800,1098.089567
10,10,700,60,20,20,500,10.62542053,29.99946035,97.56,2450,350.7245031
10,20,700,60,20,20,500,10.62542053,36.94609154,97.56,2450,701.4490062
10,40,700,60,20,20,500,10.62542053,40.23935284,97.56,2450,1402.898012
20,10,700,60,20,20,500,10.62542053,46.82587546,97.56,2450,350.7245031
20,20,700,60,20,20,500,10.62542053,11.70646887,97.56,2450,701.4490062
20,40,700,60,20,20,500,10.62542053,14.99973017,97.56,2450,1402.898012
40,10,700,60,20,20,500,10.62542053,21.58625279,97.56,2450,350.7245031
40,20,700,60,20,20,500,10.62542053,20.11967642,97.56,2450,701.4490062
40,40,700,60,20,20,500,10.62542053,23.41293773,97.56,2450,1402.898012
10,10,500,40,20,60,500,7.093858401,12.10349244,101.88,1250,235.4884243
10,20,500,40,20,60,500,7.093858401,15.11976129,101.88,1250,470.9768486
10,40,500,40,20,60,500,7.093858401,21.15229897,101.88,1250,941.9536973
20,10,500,40,20,60,500,7.093858401,21.19071605,101.88,1250,235.4884243
20,20,500,40,20,60,500,7.093858401,24.20698489,101.88,1250,470.9768486
20,40,500,40,20,60,500,7.093858401,30.23952257,101.88,1250,941.9536973
40,10,500,40,20,60,500,7.093858401,39.36516325,101.88,1250,235.4884243
40,20,500,40,20,60,500,7.093858401,42.38143209,101.88,1250,470.9768486
40,40,500,40,20,60,500,7.093858401,48.41396978,101.88,1250,941.9536973
10,10,600,40,20,60,500,8.242358291,24.56024202,101.88,1800,268.1610176
10,20,600,40,20,60,500,8.242358291,30.66717969,101.88,1800,536.3220352
10,40,600,40,20,60,500,8.242358291,39.96007753,101.88,1800,1072.64407
20,10,600,40,20,60,500,8.242358291,43.01354636,101.88,1800,268.1610176
20,20,600,40,20,60,500,8.242358291,49.12048404,101.88,1800,536.3220352
20,40,600,40,20,60,500,8.242358291,12.28012101,101.88,1800,1072.64407
40,10,600,40,20,60,500,8.242358291,15.33358985,101.88,1800,268.1610176
40,20,600,40,20,60,500,8.242358291,21.44052752,101.88,1800,536.3220352
40,40,600,40,20,60,500,8.242358291,21.50677318,101.88,1800,1072.64407
10,10,700,40,20,60,500,8.393027643,50.9962183,101.88,2450,315.489489
10,20,700,40,20,60,500,8.393027643,12.74905457,101.88,2450,630.978978
10,40,700,40,20,60,500,8.393027643,15.95393152,101.88,2450,1261.957956
20,10,700,40,20,60,500,8.393027643,22.36368541,101.88,2450,315.489489
20,20,700,40,20,60,500,8.393027643,22.29323221,101.88,2450,630.978978
20,40,700,40,20,60,500,8.393027643,25.49810915,101.88,2450,1261.957956
40,10,700,40,20,60,500,8.393027643,31.90786304,101.88,2450,315.489489
40,20,700,40,20,60,500,8.393027643,41.38158747,101.88,2450,630.978978
40,40,700,40,20,60,500,8.393027643,44.58646441,101.88,2450,1261.957956
10,10,500,40,40,40,500,7.387707997,20.36225344,100.44,1250,236.687614
10,20,500,40,40,40,500,7.387707997,23.25274504,100.44,1250,473.3752281
10,40,500,40,40,40,500,7.387707997,29.03372823,100.44,1250,946.7504562
20,10,500,40,40,40,500,7.387707997,37.83401529,100.44,1250,236.687614
20,20,500,40,40,40,500,7.387707997,40.72450689,100.44,1250,473.3752281
20,40,500,40,40,40,500,7.387707997,46.50549008,100.44,1250,946.7504562
40,10,500,40,40,40,500,7.387707997,11.62637252,100.44,1250,236.687614
40,20,500,40,40,40,500,7.387707997,14.51686411,100.44,1250,473.3752281
40,40,500,40,40,40,500,7.387707997,20.2978473,100.44,1250,946.7504562
10,10,600,40,40,40,500,8.878558932,41.56146713,100.44,1800,270.2581157
10,20,600,40,40,40,500,8.878558932,47.71307144,100.44,1800,540.5162314
10,40,600,40,40,40,500,8.878558932,11.92826786,100.44,1800,1081.032463
20,10,600,40,40,40,500,8.878558932,15.00407002,100.44,1800,270.2581157
20,20,600,40,40,40,500,8.878558932,21.15567433,100.44,1800,540.5162314
20,40,600,40,40,40,500,8.878558932,20.78073356,100.44,1800,1081.032463
40,10,600,40,40,40,500,8.878558932,23.85653572,100.44,1800,270.2581157
40,20,600,40,40,40,500,8.878558932,30.00814003,100.44,1800,540.5162314
40,40,600,40,40,40,500,8.878558932,38.48566497,100.44,1800,1081.032463
10,10,700,40,40,40,500,9.205152769,21.09620489,100.44,2450,324.430263
10,20,700,40,40,40,500,9.205152769,21.05069954,100.44,2450,648.860526
10,40,700,40,40,40,500,9.205152769,24.07094386,100.44,2450,1297.721052
20,10,700,40,40,40,500,9.205152769,30.11143249,100.44,2450,324.430263
20,20,700,40,40,40,500,9.205152769,39.08115476,100.44,2450,648.860526
20,40,700,40,40,40,500,9.205152769,42.10139907,100.44,2450,1297.721052
40,10,700,40,40,40,500,9.205152769,48.14188771,100.44,2450,324.430263
40,20,700,40,40,40,500,9.205152769,12.03547193,100.44,2450,648.860526
40,40,700,40,40,40,500,9.205152769,15.05571625,100.44,2450,1297.721052
10,10,500,40,60,20,500,9.277498322,38.13779185,99,1250,232.2807474
10,20,500,40,60,20,500,9.277498322,41.07868785,99,1250,464.5614948
10,40,500,40,60,20,500,9.277498322,46.96047984,99,1250,929.1229895
20,10,500,40,60,20,500,9.277498322,11.74011996,99,1250,232.2807474
20,20,500,40,60,20,500,9.277498322,14.68101595,99,1250,464.5614948
20,40,500,40,60,20,500,9.277498322,20.56280794,99,1250,929.1229895
40,10,500,40,60,20,500,9.277498322,20.53934392,99,1250,232.2807474
40,20,500,40,60,20,500,9.277498322,23.48023992,99,1250,464.5614948
40,40,500,40,60,20,500,9.277498322,29.36203191,99,1250,929.1229895
10,10,600,40,60,20,500,9.97627984,15.10965733,99,1800,285.4299717
10,20,600,40,60,20,500,9.97627984,21.40179135,99,1800,570.8599434
10,40,600,40,60,20,500,9.97627984,20.78111361,99,1800,1141.719887
20,10,600,40,60,20,500,9.97627984,23.92718063,99,1800,285.4299717
20,20,600,40,60,20,500,9.97627984,30.21931465,99,1800,570.8599434
20,40,600,40,60,20,500,9.97627984,38.41616022,99,1800,1141.719887
40,10,600,40,60,20,500,9.97627984,41.56222723,99,1800,285.4299717
40,20,600,40,60,20,500,9.97627984,47.85436125,99,1800,570.8599434
40,40,600,40,60,20,500,9.97627984,11.96359031,99,1800,1141.719887
10,10,700,40,60,20,500,10.25513522,29.92891544,99,2450,328.2133229
10,20,700,40,60,20,500,10.25513522,38.1412556,99,2450,656.4266458
10,40,700,40,60,20,500,10.25513522,41.24362349,99,2450,1312.853292
20,10,700,40,60,20,500,10.25513522,47.44835929,99,2450,328.2133229
20,20,700,40,60,20,500,10.25513522,11.86208982,99,2450,656.4266458
20,40,700,40,60,20,500,10.25513522,14.96445772,99,2450,1312.853292
40,10,700,40,60,20,500,10.25513522,21.16919351,99,2450,328.2133229
40,20,700,40,60,20,500,10.25513522,20.62181175,99,2450,656.4266458
40,40,700,40,60,20,500,10.25513522,23.72417964,99,2450,1312.853292
10,10,500,20,60,60,500,6.318038816,12.68944814,103.32,1250,233.0286252
10,20,500,20,60,60,500,6.318038816,15.62175793,103.32,1250,466.0572505
10,40,500,20,60,60,500,6.318038816,21.4863775,103.32,1250,932.114501
20,10,500,20,60,60,500,6.318038816,22.4465865,103.32,1250,233.0286252
20,20,500,20,60,60,500,6.318038816,25.37889628,103.32,1250,466.0572505
20,40,500,20,60,60,500,6.318038816,31.24351585,103.32,1250,932.114501
40,10,500,20,60,60,500,6.318038816,41.96086321,103.32,1250,233.0286252
40,20,500,20,60,60,500,6.318038816,44.893173,103.32,1250,466.0572505
40,40,500,20,60,60,500,6.318038816,50.75779257,103.32,1250,932.114501
10,10,600,20,60,60,500,7.708761543,25.43846575,103.32,1800,266.6010374
10,20,600,20,60,60,500,7.708761543,31.46283193,103.32,1800,533.2020748
10,40,600,20,60,60,500,7.708761543,41.84038223,103.32,1800,1066.40415
20,10,600,20,60,60,500,7.708761543,44.85256532,103.32,1800,266.6010374
20,20,600,20,60,60,500,7.708761543,50.8769315,103.32,1800,533.2020748
20,40,600,20,60,60,500,7.708761543,12.71923288,103.32,1800,1066.40415
40,10,600,20,60,60,500,7.708761543,15.73141596,103.32,1800,266.6010374
40,20,600,20,60,60,500,7.708761543,21.75578214,103.32,1800,533.2020748
40,40,600,20,60,60,500,7.708761543,22.42628266,103.32,1800,1066.40415
10,10,700,20,60,60,500,8.848799388,51.82837814,103.32,2450,309.1727016
10,20,700,20,60,60,500,8.848799388,12.95709454,103.32,2450,618.3454032
10,40,700,20,60,60,500,8.848799388,16.07666912,103.32,2450,1236.690806
20,10,700,20,60,60,500,8.848799388,22.31581829,103.32,2450,309.1727016
20,20,700,20,60,60,500,8.848799388,22.79461449,103.32,2450,618.3454032
20,40,700,20,60,60,500,8.848799388,25.91418907,103.32,2450,1236.690806
40,10,700,20,60,60,500,8.848799388,32.15333824,103.32,2450,309.1727016
40,20,700,20,60,60,500,8.848799388,42.46965439,103.32,2450,618.3454032
40,40,700,20,60,60,500,8.848799388,45.58922897,103.32,2450,1236.690806
10,10,500,60,20,40,500,7.572281497,21.13396882,101.88,1250,234.7381962
10,20,500,60,20,40,500,7.572281497,24.06225043,101.88,1250,469.4763923
10,40,500,60,20,40,500,7.572281497,29.91881366,101.88,1250,938.9527846
20,10,500,60,20,40,500,7.572281497,39.33965602,101.88,1250,234.7381962
20,20,500,60,20,40,500,7.572281497,42.26793763,101.88,1250,469.4763923
20,40,500,60,20,40,500,7.572281497,48.12450086,101.88,1250,938.9527846
40,10,500,60,20,40,500,7.572281497,12.03112522,101.88,1250,234.7381962
40,20,500,60,20,40,500,7.572281497,14.95940683,101.88,1250,469.4763923
40,40,500,60,20,40,500,7.572281497,20.81597006,101.88,1250,938.9527846
10,10,600,60,20,40,500,8.153882638,42.99698251,101.88,1800,265.6095638
10,20,600,60,20,40,500,8.153882638,49.2615579,101.88,1800,531.2191277
10,40,600,60,20,40,500,8.153882638,12.31538948,101.88,1800,1062.438255
20,10,600,60,20,40,500,8.153882638,15.44767717,101.88,1800,265.6095638
20,20,600,60,20,40,500,8.153882638,21.71225257,101.88,1800,531.2191277
20,40,600,60,20,40,500,8.153882638,21.49849125,101.88,1800,1062.438255
40,10,600,60,20,40,500,8.153882638,24.63077895,101.88,1800,265.6095638
40,20,600,60,20,40,500,8.153882638,30.89535435,101.88,1800,531.2191277
40,40,600,60,20,40,500,8.153882638,39.86469481,101.88,1800,1062.438255
10,10,700,60,20,40,500,9.047405774,21.68847662,101.88,2450,331.5398894
10,20,700,60,20,40,500,9.047405774,21.85575928,101.88,2450,663.0797789
10,40,700,60,20,40,500,9.047405774,24.93021556,101.88,2450,1326.159558
20,10,700,60,20,40,500,9.047405774,31.07912812,101.88,2450,331.5398894
20,20,700,60,20,40,500,9.047405774,40.63706228,101.88,2450,663.0797789
20,40,700,60,20,40,500,9.047405774,43.71151856,101.88,2450,1326.159558
40,10,700,60,20,40,500,9.047405774,49.86043112,101.88,2450,331.5398894
40,20,700,60,20,40,500,9.047405774,12.46510778,101.88,2450,663.0797789
40,40,700,60,20,40,500,9.047405774,15.53956406,101.88,2450,1326.159558
10,10,500,60,40,20,500,8.515491376,38.69384563,100.44,1250,232.0584712
10,20,500,60,40,20,500,8.515491376,41.7166115,100.44,1250,464.1169424
10,40,500,60,40,20,500,8.515491376,47.76214325,100.44,1250,928.2338847
20,10,500,60,40,20,500,8.515491376,11.94053581,100.44,1250,232.0584712
20,20,500,60,40,20,500,8.515491376,14.96330168,100.44,1250,464.1169424
20,40,500,60,40,20,500,8.515491376,21.00883343,100.44,1250,928.2338847
40,10,500,60,40,20,500,8.515491376,20.85830575,100.44,1250,232.0584712
40,20,500,60,40,20,500,8.515491376,23.88107162,100.44,1250,464.1169424
40,40,500,60,40,20,500,8.515491376,29.92660337,100.44,1250,928.2338847
10,10,600,60,40,20,500,9.486227892,15.09837482,100.44,1800,269.1143928
10,20,600,60,40,20,500,9.486227892,21.25417794,100.44,1800,538.2287857
10,40,600,60,40,20,500,9.486227892,20.96304498,100.44,1800,1076.457571
20,10,600,60,40,20,500,9.486227892,24.04094653,100.44,1800,269.1143928
20,20,600,60,40,20,500,9.486227892,30.19674965,100.44,1800,538.2287857
20,40,600,60,40,20,500,9.486227892,38.84818839,100.44,1800,1076.457571
40,10,600,60,40,20,500,9.486227892,41.92608995,100.44,1800,269.1143928
40,20,600,60,40,20,500,9.486227892,48.08189306,100.44,1800,538.2287857
40,40,600,60,40,20,500,9.486227892,12.02047327,100.44,1800,1076.457571
10,10,700,60,40,20,500,9.750817856,30.72915889,100.44,2450,336.5518715
10,20,700,60,40,20,500,9.750817856,39.46509692,100.44,2450,673.103743
10,40,700,60,40,20,500,9.750817856,42.60698561,100.44,2450,1346.207486
20,10,700,60,40,20,500,9.750817856,48.890763,100.44,2450,336.5518715
20,20,700,60,40,20,500,9.750817856,12.22269075,100.44,2450,673.103743
20,40,700,60,40,20,500,9.750817856,15.36457944,100.44,2450,1346.207486
